#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,金子信博,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Nishi Tanzawa (TZ-DB1). ,,,,,,,,,,,
#,SITE NAME,サイト名,丹沢,,,,,,,,,,,
#,PLOT NAME,調査区名,,,,,,,,,,,,
#,PLOT CODE,調査区コード,TZ-DB1,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,
#/note,20090324,データ成形（石原正恵）,,,,,,,,,,,,
#,,タグ重複：466、467、345、346がそれぞれ重複-→20090409段階では不明のため現状維持（仮番号をつけた),,,,,,,,,,,,
#,,１）478     178　　−−＞個体番号478に訂正,,,,,,,,,,,,
#,,２） 124     123     −−＞個体番号124に訂正,,,,,,,,,,,,
#,,３） 644     643     −−＞個体番号644に訂正,,,,,,,,,,,,
#,,マメツツジ？-->ndに,,,,,,,,,,,,
#,20091020,"mesh_xcord,mesh_ycord　をモニ1000フォーマットに変更",,,,,,,,,,,,
#,20171018,データ確認（日野貴文）,,,,,,,,,,,,
#,,新規個体の前年までのセルが空白→「na」を入力,,,,,,,,,,,,
#,,種名がイタヤカエデ？などのように「？」がついている個体はモニ1000仕様に合わせをndにして、noteに転記,,,,,,,,,,,,
#,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,
#VALUE!,#VALUE!,C184,C184,？,？,ブナ,35.7 ,nd,倒木（生きている）＊座標忘れ；原点座標は暫定,行方不明,,na,na,B2
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh08","gbh13","note08","note13","note13_2","s_date08","s_date13","mesh_site_original","dl08","dl13","rec08","rec13","error08","error13"
"32.9 ",49.3,"C80","C80",2.9,9.3,"ブナ",27.2,26.7,"","","",NA,NA,"D4",0,0,0,0,0,0
"33.3 ",43.7,"C81","C81",3.3,3.7,"ブナ",146.4,151.6,"ツル込み","","",NA,NA,"D4",0,0,0,0,0,0
"34.6 ",44.6,"C82","C82",4.6,4.6,"ブナ",23.7,23.3,"","","",NA,NA,"D4",0,0,0,0,0,0
"38.7 ",46.5,"C83","C83",8.7,6.5,"ブナ",161.3,172.6,"ツル向かって右から3,4,5本目のツル込みで測定","","",NA,NA,"D4",0,0,0,0,0,0
"39.1 ",46.6,"C84","C84",9.1,6.6,"リョウブ",22.5,23.3,"","","",NA,NA,"D4",0,0,0,0,0,0
"39.5 ",47.7,"C85","C85",9.5,7.7,"ブナ",118.6,118.8,"","","",NA,NA,"D4",0,0,0,0,0,0
"38.7 ",46.9,"410","410",8.7,6.9,"ツルアジサイ",NA,16,"","","",NA,NA,"D4",0,0,-1,1,0,0
"39.3 ",56,"594","594",9.3,6,"ブナ",152.6,158,"","","",NA,NA,"D5",0,0,0,0,0,0
"38.2 ",59.2,"595","595",8.2,9.2,"アオダモ",35.9,35.9,"","","",NA,NA,"D5",0,0,0,0,0,0
"37.6 ",58.4,"596","596",7.6,8.4,"アオダモ",24.5,NA,"","行方不明","",NA,NA,"D5",0,0,0,0,0,1
"34.2 ",56.4,"597","597",4.2,6.4,"ミズキ",71.2,80,"","","",NA,NA,"D5",0,0,0,0,0,0
"34.2 ",56.4,"598","597",4.2,6.4,"ミズキ",51,53.2,"","","",NA,NA,"D5",0,0,0,0,0,0
"34.4 ",56.8,"599","599",4.4,6.8,"アオダモ",15.9,17,"","","",NA,NA,"D5",0,0,0,0,0,0
"30.6 ",55.6,"921","921",0.6,5.6,"ブナ",77.2,78.3,"","","",NA,NA,"D5",0,0,0,0,0,0
"30.6 ",54,"922","922",0.6,4,"リョウブ",41.3,41.2,"","","",NA,NA,"D5",0,0,0,0,0,0
"32.7 ",51,"923","923",2.7,1,"イタヤカエデ",198.1,198.6,"","","",NA,NA,"D5",0,0,0,0,0,0
"32.7 ",50.6,"419","419",2.7,0.6,"ツルアジサイ",NA,32.1,"","","",NA,NA,"D5",0,0,0,0,1,0
"37.0 ",50.1,"418.0 ","418.0 ",7,0.1,NA,NA,57.3,"","イタヤカエデ？","",NA,NA,"D5",0,0,0,0,1,0
"36.9 ",62.9,"974","974",6.9,2.9,"ブナ",26.6,28.7,"","","",NA,NA,"D6",0,0,0,0,0,0
"30.7 ",64.4,"975","975",0.7,4.4,"シナノキ",84.6,84.4,"","","",NA,NA,"D6",0,0,0,0,0,0
"37.8 ",68,"976","976",7.8,8,"カマツカ",15.7,15.5,"","","",NA,NA,"D6",0,0,0,0,0,0
"37.8 ",68,"977","976",7.8,8,"カマツカ",15.9,15.9,"","","",NA,NA,"D6",0,0,0,0,0,0
"39.7 ",69.2,"978","978",9.7,9.2,"カマツカ",16.8,16.6,"","","",NA,NA,"D6",0,0,0,0,0,0
"39.7 ",69.2,"979","978",9.7,9.2,"カマツカ",17.7,17.6,"","","",NA,NA,"D6",0,0,0,0,0,0
"39.7 ",69.2,"196","978",9.7,9.2,"カマツカ",19.5,19.1,"","","",NA,NA,"D6",0,0,0,0,0,0
"31.9 ",78,"365","365",1.9,8,"ブナ",209.4,216.4,"","","",NA,NA,"D7",0,0,0,0,0,0
"31.9 ",78,"366","366",1.9,8,"ツルアジサイ",23.1,27.4,"","","？→ツルアジサイ",NA,NA,"D7",0,0,0,0,0,0
"32.1 ",75.7,"367","367",2.1,5.7,"ブナ",61.5,66.7,"","","",NA,NA,"D7",0,0,0,0,0,0
"38.0 ",75.7,"368","368",8,5.7,"ミヤマイボタ",16.8,17.2,"","","",NA,NA,"D7",0,0,0,0,0,0
"38.0 ",75.7,"369","368",8,5.7,"ミヤマイボタ",18.2,17.8,"","","",NA,NA,"D7",0,0,0,0,0,0
"40.0 ",72,"380","380",10,2,"ミヤマイボタ",16,23.3,"","","",NA,NA,"D7",0,0,0,0,0,0
"38.2 ",72,"381","381",8.2,2,"イトマキイタヤ",153.5,165.6,"","","",NA,NA,"D7",0,0,0,0,0,0
"38.2 ",72,"382","382",8.2,2,"ツルアジサイ",21.5,22.5,"","","？→ツルアジサイ",NA,NA,"D7",0,0,0,0,0,0
"36.7 ",73.2,"383","383",6.7,3.2,"アオハダ",28,28.3,"","","",NA,NA,"D7",0,0,0,0,0,0
"30.9 ",71.6,"384","384",0.9,1.6,"シナノキ",28.2,29.7,"","","",NA,NA,"D7",0,0,0,0,0,0
"30.5 ",71.6,"385","385",0.5,1.6,"シナノキ",38.3,39.7,"","","",NA,NA,"D7",0,0,0,0,0,0
"32.0 ",73.4,"417","417",2,3.4,"ヤマボウシ",NA,20.7,"","","",NA,NA,"D7",0,0,-1,1,0,0
"38.6 ",90.7,"859","859",8.6,0.7,"イトマキイタヤ",67.2,67.5,"","","",NA,NA,"D9",0,0,0,0,0,0
"36.9 ",91,"897","897",6.9,0.95,"シナノキ",112.5,120.9,"","","",NA,NA,"D9",0,0,0,0,0,0
"38.6 ",91.3,"900","900",8.6,1.3,"ミツバツツジ",21,21.5,"","","",NA,NA,"D9",0,0,0,0,0,0
"38.6 ",91.3,"901","900",8.6,1.3,"ミツバツツジ",30.7,31.2,"","","",NA,NA,"D9",0,0,0,0,0,0
"38.6 ",91.3,"902","900",8.6,1.3,"ミツバツツジ",16.5,17.6,"","","",NA,NA,"D9",0,0,0,0,0,0
"36.0 ",91.5,"903","903",6,1.5,"ノリウツギ",18.2,20.5,"","","",NA,NA,"D9",0,0,0,0,0,0
"39.0 ",96.5,"904","904",9,6.5,"ヤマツツジ",27,27.5,"株立ち2本(904,905)","","",NA,NA,"D9",0,0,0,0,0,0
"39.0 ",96.5,"905","904",9,6.5,"ヤマツツジ",21.8,23.6,"株立ち","","",NA,NA,"D9",0,0,0,0,0,0
"32.0 ",95.5,"906","906",2,5.5,"ミヤマイボタ",18,NA,"","","",NA,NA,"D9",0,0,0,0,0,1
"31.0 ",94.8,"907","907",1,4.8,"ミツバツツジ",15,15.3,"","","",NA,NA,"D9",0,0,-1,-1,0,0
"30.3 ",94.8,"908","908",0.3,4.8,"ミツバツツジ",15.2,15.9,"","","",NA,NA,"D9",0,0,-1,1,0,0
"30.7 ",95.5,"909","909",0.7,5.5,"ミツバツツジ",17.5,18.2,"","","",NA,NA,"D9",0,0,0,0,0,0
"34.6 ",95.7,"415","415",4.6,5.7,"ツリバナ",NA,20.7,"","","",NA,NA,"D9",0,0,-1,1,0,0
"46.9 ",3.3,"400","400",6.9,3.3,"タンナサワフタギ",29.2,29.2,"樹皮はぎ","","",NA,NA,"E0",0,0,0,0,0,0
"47.7 ",4.5,"C516","C516",7.7,4.5,"ブナ",105.4,107.6,"","401→C516にタグ変更","",NA,NA,"E0",0,0,0,0,0,0
"49.9 ",8,"402","402",9.9,8,"ヤマボウシ",35.4,35.5,"","","",NA,NA,"E0",0,0,0,0,0,0
"49.5 ",5.6,"403","403",9.5,5.6,"ブナ",34.6,34.6,"","","",NA,NA,"E0",0,0,0,0,0,0
"49.9 ",8,"404","404",9.9,8,"ミズキ",27,27.3,"","","",NA,NA,"E0",0,0,0,0,0,0
"48.2 ",9.6,"406","406",8.2,9.6,"ブナ",109.5,151.6,"","前回計測ミス？","",NA,NA,"E0",0,0,0,0,0,0
"44.8 ",7.3,"407","407",4.8,7.3,"ブナ",91.3,95.9,"","","",NA,NA,"E0",0,0,0,0,0,0
"41.0 ",1.1,"409","409",1,1.1,"マユミ",63.4,64.9,"","","",NA,NA,"E0",0,0,0,0,0,0
"41.5 ",3.6,"410","410",1.5,3.6,"イタヤカエデ",87.6,121.1,"","前回計測ミス？","",NA,NA,"E0",0,0,0,0,0,0
"40.3 ",5.3,"411","411",0.3,5.3,"シナノキ",74.9,77.6,"","","",NA,NA,"E0",0,0,0,0,0,0
"44.3 ",8.9,"408","708",4.3,8.9,"ヒナウチワカエデ",164.1,168.9,"","","",NA,NA,"E0",0,0,0,0,0,0
"48.5 ",18.8,"C1","C1",8.5,8.8,"リョウブ",43.8,43.8,"","","",NA,NA,"E1",0,0,0,0,0,0
"47.7 ",17.8,"C2","C2",7.7,7.8,"リョウブ",38,38.3,"","","",NA,NA,"E1",0,0,0,0,0,0
"46.0 ",18.4,"C3","C3",6,8.4,"カマツカ",15,15.3,"","","",NA,NA,"E1",0,0,-1,-1,0,0
"44.0 ",18.5,"C4","C4",4,8.5,"アオダモ",42.3,NA,"","立ち枯れ","",NA,NA,"E1",0,1,0,0,0,0
"42.0 ",17.6,"C5","C5",2,7.6,"ブナ",24.7,25.4,"","","",NA,NA,"E1",0,0,0,0,0,0
"40.6 ",23.3,"C232","C232",0.6,3.3,"オオモミジ",84.9,86.6,"ツタウルシの上から計る","","",NA,NA,"E2",0,0,0,0,0,0
"40.6 ",24,"C233","C233",0.6,4,"リョウブ",16.3,16.3,"","","",NA,NA,"E2",0,0,0,0,0,0
"40.6 ",24,"C234","C233",0.6,4,"リョウブ",20.7,20.8,"","","",NA,NA,"E2",0,0,0,0,0,0
"40.6 ",24,"C235","C233",0.6,4,"リョウブ",21.7,21.9,"","","",NA,NA,"E2",0,0,0,0,0,0
"40.6 ",24,"C239","C233",0.6,4,"リョウブ",42,42.7,"","","",NA,NA,"E2",0,0,0,0,0,0
"44.9 ",22,"C236","C236",4.9,2,"ブナ",110.5,115.8,"","","",NA,NA,"E2",0,0,0,0,0,0
"47.5 ",23.5,"C237","C237",7.5,3.5,"ブナ",111.9,116.1,"","","",NA,NA,"E2",0,0,0,0,0,0
"41.2 ",24.8,"C238","C238",1.2,4.8,"ブナ",246,251.2,"","","",NA,NA,"E2",0,0,0,0,0,0
"41.6 ",23.3,"C240","C240",1.6,3.3,"ミズメ",62.5,63.5,"＊座標忘れ：原点からの座標は暫定","","",NA,NA,"E2",0,0,0,0,0,0
"44.2 ",35.9,"C121","C121",4.2,5.9,"ブナ",58.7,58.7,"","","",NA,NA,"E3",0,0,0,0,0,0
"43.8 ",32.6,"C515","C515",3.8,2.6,"カマツカ",15.7,15.8,"","C122→C515にタグ変更","",NA,NA,"E3",0,0,0,0,0,0
"43.8 ",32.6,"C123","C123",3.8,2.6,"カマツカ",17.4,17.4,"","","",NA,NA,"E3",0,0,0,0,0,0
"43.0 ",30,"C124","C124",3,0,"アオダモ",26.3,29,"倒伏した大木から萌芽","","",NA,NA,"E3",0,0,0,0,0,0
"41.9 ",40,"C125","C125",1.9,10,"アオダモ",21.8,22.1,"","","",NA,NA,"E3",0,0,0,0,0,0
"46.4 ",47.1,"C86","C86",6.4,7.1,"ヤブデマリ",22.4,23,"","","",NA,NA,"E4",0,0,0,0,0,0
"46.4 ",47.5,"C87","C87",6.4,7.5,"ヤブデマリ",15.8,16.2,"","","",NA,NA,"E4",0,0,0,0,0,0
"48.5 ",49.4,"C88","C88",8.5,9.4,"ノリウツギ",42.9,41.1,"","","",NA,NA,"E4",0,0,0,0,0,0
"47.3 ",44.1,"C89","C89",7.3,4.1,"サラサドウダン",33.3,34.4,"","","",NA,NA,"E4",0,0,0,0,0,0
"48.8 ",42,"C90","C90",8.8,2,"マユミ",46.8,47.5,"","","",NA,NA,"E4",0,0,0,0,0,0
"49.7 ",40.1,"C91","C91",9.7,0.1,"タンナサワフタギ",37,37.4,"","","",NA,NA,"E4",0,0,0,0,0,0
"47.7 ",40.2,"C92","C92",7.7,0.2,"ヤマボウシ",41.9,43.1,"","","",NA,NA,"E4",0,0,0,0,0,0
"46.0 ",41.8,"C93","C93",6,1.8,"リョウブ",26.8,NA,"","立ち枯れ","",NA,NA,"E4",0,1,0,0,0,0
"48.6 ",53.6,"588","588",8.6,3.6,"イトマキイタヤ",163.4,170.6,"","","",NA,NA,"E5",0,0,0,0,0,0
"47.6 ",54.8,"589","589",7.6,4.8,"ミヤマイボタ",17.4,16.7,"","","",NA,NA,"E5",0,0,0,0,0,0
"44.0 ",52.4,"590","590",4,2.4,"オオモミジ",127.2,125.7,"","","",NA,NA,"E5",0,0,0,0,0,0
"44.4 ",52.8,"591","591",4.4,2.8,"アオダモ",35.5,35.5,"","","",NA,NA,"E5",0,0,0,0,0,0
"44.6 ",53.5,"592","592",4.6,3.5,"アオダモ",16.2,NA,"","根返り","",NA,NA,"E5",0,1,0,0,0,0
"41.7 ",53,"593","593",1.7,3,"カマツカ",16.7,17.1,"","","",NA,NA,"E5",0,0,0,0,0,0
"49.6 ",61.9,"836","836",9.6,1.9,"オオモミジ",97.6,101.3,"","","",NA,NA,"E6",0,0,0,0,0,0
"47.0 ",60,"837","837",7,0,"カマツカ",20,21.2,"","","",NA,NA,"E6",0,0,0,0,0,0
"47.0 ",60,"838","837",7,0,"カマツカ",15.2,16.2,"","","",NA,NA,"E6",0,0,-1,1,0,0
"47.0 ",60,"961","837",7,0,"カマツカ",16,16,"","","",NA,NA,"E6",0,0,0,0,0,0
"47.0 ",60,"962","837",7,0,"カマツカ",18.7,18.7,"","","",NA,NA,"E6",0,0,0,0,0,0
"43.3 ",61,"963","963",3.3,1,"ツクバネウツギ",27.6,27.6,"","","",NA,NA,"E6",0,0,0,0,0,0
"43.3 ",61,"964","963",3.3,1,"ツクバネウツギ",22.8,22.8,"","","",NA,NA,"E6",0,0,0,0,0,0
"46.5 ",62.4,"965","965",6.5,2.4,"カマツカ",20.2,20.2,"","","",NA,NA,"E6",0,0,0,0,0,0
"49.2 ",65.2,"966","966",9.2,5.2,"ウリハダカエデ",65.5,66.9,"","","",NA,NA,"E6",0,0,0,0,0,0
"45.8 ",65.7,"967","967",5.8,5.7,"ツクバネウツギ",16.8,16.9,"","","",NA,NA,"E6",0,0,0,0,0,0
"45.1 ",67.7,"968","968",5.1,7.7,"ミズメ",192,194.9,"","","アオダモ→ミズメ",NA,NA,"E6",0,0,0,0,0,0
"46.1 ",69.7,"969","969",6.1,9.7,"サワシバ",61.2,61.2,"","","",NA,NA,"E6",0,0,0,0,0,0
"42.8 ",68,"970","970",2.8,8,"マメザクラ",23.9,23.9,"","","",NA,NA,"E6",0,0,0,0,0,0
"42.8 ",68,"971","970",2.8,8,"マメザクラ",15.6,16.8,"","","",NA,NA,"E6",0,0,-1,1,0,0
"42.7 ",68.8,"972","972",2.7,8.8,"サワフタギ",30.5,30.9,"","","タンナサワフタギ？→サワフタギ",NA,NA,"E6",0,0,0,0,0,0
"41.9 ",62.4,"973","973",1.9,2.4,"ミズキ",89.9,92.6,"","","",NA,NA,"E6",0,0,0,0,0,0
"43.2 ",71.7,"361","362",3.2,1.7,"オオミヤマガマズミ",17.8,19,"","","",NA,NA,"E7",0,0,0,0,0,0
"43.2 ",71.7,"362","362",3.2,1.7,"オオミヤマガマズミ",17.3,18.3,"","","",NA,NA,"E7",0,0,0,0,0,0
"42.2 ",71.5,"363","363",2.2,1.5,"カマツカ",17,17.6,"","","",NA,NA,"E7",0,0,0,0,0,0
"41.0 ",73.8,"364","364",1,3.8,"カマツカ",17.7,17.7,"","幹斜め","",NA,NA,"E7",0,0,0,0,0,0
"44.0 ",76,"370","370",4,6,"アオダモ",51.8,54,"","根返り","",NA,NA,"E7",0,0,0,0,0,0
"45.0 ",76,"371","371",5,6,"アオダモ",30,32.5,"幹倒れ","","",NA,NA,"E7",0,0,0,0,0,0
"45.0 ",74,"372","372",5,4,"アオハダ",17.8,18.2,"","","",NA,NA,"E7",0,0,0,0,0,0
"45.0 ",74,"373","372",5,4,"アオハダ",15.3,16.8,"","","",NA,NA,"E7",0,0,-1,1,0,0
"46.8 ",74,"374","374",6.8,4,"アオハダ",18.6,18.8,"幹倒れ","","",NA,NA,"E7",0,0,0,0,0,0
"48.6 ",78.9,"375","375",8.6,8.9,"オオモミジ",74.6,77.9,"","","",NA,NA,"E7",0,0,0,0,0,0
"47.6 ",73,"376","376",7.6,3,"サワシバ",76.1,77.7,"","","",NA,NA,"E7",0,0,0,0,0,0
"46.1 ",71,"377","377",6.1,1,"リョウブ",16,16.5,"","","",NA,NA,"E7",0,0,0,0,0,0
"46.1 ",71,"378","377",6.1,1,"リョウブ",20.9,21.1,"","","",NA,NA,"E7",0,0,0,0,0,0
"45.7 ",72.5,"379","379",5.7,2.5,"カジカエデ",79.3,82.9,"","","",NA,NA,"E7",0,0,0,0,0,0
"45.7 ",72.5,"360","379",5.7,2.5,"カジカエデ",46.2,45.9,"","","",NA,NA,"E7",0,0,0,0,0,0
"49.7 ",85.9,"865","867",9.65,5.9,"サラサドウダン",21.8,21.5,"","","",NA,NA,"E8",0,0,0,0,0,0
"49.7 ",85.9,"866","867",9.65,5.9,"サラサドウダン",19.5,21.1,"枝分かれ","","",NA,NA,"E8",0,0,0,0,0,0
"49.7 ",85.9,"867","867",9.65,5.9,"サラサドウダン",23.2,23.6,"","","",NA,NA,"E8",0,0,0,0,0,0
"47.0 ",88,"868","868",7,8,"ツクバネウツギ",21,22.3,"","","",NA,NA,"E8",0,0,0,0,0,0
"49.1 ",83.3,"869","869",9.1,3.3,"アオダモ",55.7,59.7,"","","",NA,NA,"E8",0,0,0,0,0,0
"49.1 ",83.3,"870","869",9.1,3.3,"アオダモ",26.5,27.9,"","","",NA,NA,"E8",0,0,0,0,0,0
"49.1 ",83.3,"871","869",9.1,3.3,"アオダモ",16.4,17.2,"","","",NA,NA,"E8",0,0,0,0,0,0
"49.1 ",83.3,"872","869",9.1,3.3,"アオダモ",51.2,56.1,"","","",NA,NA,"E8",0,0,0,0,0,0
"49.1 ",83.3,"873","869",9.1,3.3,"アオダモ",22.7,22.7,"","","",NA,NA,"E8",0,0,0,0,0,0
"45.5 ",80,"874","875",5.5,0,"マメザクラ",21.2,21.2,"","","",NA,NA,"E8",0,0,0,0,0,0
"45.5 ",82,"875","875",5.5,2,"マメザクラ",28,28.4,"枝分かれ","","",NA,NA,"E8",0,0,0,0,0,0
"45.5 ",83.2,"876","876",5.5,3.2,"アオダモ",22.4,43.9,"","前回計測ミス？","",NA,NA,"E8",0,0,0,0,0,0
"40.4 ",81,"877","877",0.37,1,"ブナ",22.7,22.8,"","","",NA,NA,"E8",0,0,0,0,0,0
"44.9 ",82.2,"878","878",4.87,2.15,"カマツカ",18.6,19.1,"","","",NA,NA,"E8",0,0,0,0,0,0
"43.9 ",82.8,"879","879",3.93,2.75,"ブナ",19,NA,"","幹折れ","",NA,NA,"E8",0,1,0,0,0,0
"44.0 ",84.6,"C511","C511",4.03,4.6,"ブナ",72,75.5,"","880→C511タグ変更","",NA,NA,"E8",0,0,0,0,0,0
"40.7 ",82.2,"C512","C512",0.7,2.2,"ブナ",237.7,241.4,"","881→C512タグ変更","",NA,NA,"E8",0,0,0,0,0,0
"40.4 ",82.8,"882","882",0.4,2.8,"イワガラミ",38.8,42.1,"","","",NA,NA,"E8",0,0,0,0,0,0
"40.6 ",87,"883","883",0.57,7,"オオモミジ",56.6,56.7,"","","",NA,NA,"E8",0,0,0,0,0,0
"42.2 ",87.7,"884","884",2.2,7.7,"ヤマボウシ",55.2,53.6,"","前回計測ミス？","",NA,NA,"E8",0,0,0,0,0,0
"42.2 ",87.9,"885","885",2.2,7.9,"ツルマサキ",16,16,"","","",NA,NA,"E8",0,0,0,0,0,0
"44.8 ",87.8,"886","886",4.75,7.8,"マメザクラ",21,21.2,"","","",NA,NA,"E8",0,0,0,0,0,0
"44.8 ",87.8,"887","886",4.75,7.8,"マメザクラ",17.1,16.8,"","","",NA,NA,"E8",0,0,0,0,0,0
"47.0 ",86.8,"888","888",7,6.8,"コハウチワカエデ",90.7,91.9,"","","",NA,NA,"E8",0,0,0,0,0,0
"47.6 ",89.6,"889","889",7.6,9.6,"リョウブ",85.1,36.7,"","前回計測ミス？","",NA,NA,"E8",0,0,0,0,0,0
"47.6 ",89.6,"890","889",7.6,9.6,"リョウブ",20,21.1,"","","",NA,NA,"E8",0,0,0,0,0,0
"42.1 ",90.9,"492","492",2.1,0.9,"ミヤマイボタ",21.5,21.9,"","","",NA,NA,"E9",0,0,0,0,0,0
"43.2 ",90.8,"493","493",3.2,0.8,"マユミ",19.7,19.5,"","","",NA,NA,"E9",0,0,0,0,0,0
"45.8 ",91.7,"494","494",5.8,1.7,"イトマキイタヤ",116.7,170.9,"","前回計測ミス？","",NA,NA,"E9",0,0,0,0,0,0
"46.5 ",90.6,"495","495",6.5,0.6,"タンナサワフタギ",27.7,27,"","","",NA,NA,"E9",0,0,0,0,0,0
"48.9 ",90.3,"496","496",8.9,0.3,"アラゲアオダモ",20,NA,"","幹折れ","",NA,NA,"E9",0,1,0,0,0,0
"48.9 ",90.3,"497","496",8.9,0.3,"アラゲアオダモ",20,20.7,"","","",NA,NA,"E9",0,0,0,0,0,0
"48.9 ",90.3,"498","496",8.9,0.3,"アラゲアオダモ",19.4,20.1,"","","",NA,NA,"E9",0,0,0,0,0,0
"45.8 ",93.9,"499","499",5.8,3.9,"ミヤマイボタ",22.2,22.2,"","","",NA,NA,"E9",0,0,0,0,0,0
"45.8 ",93.9,"500","499",5.8,3.9,"ミヤマイボタ",15.7,15.7,"","","",NA,NA,"E9",0,0,0,0,0,0
"44.2 ",95.4,"841","841",4.2,5.4,"シナノキ",37.9,38.2,"","","",NA,NA,"E9",0,0,0,0,0,0
"42.4 ",95.3,"842","842",2.4,5.3,"カマツカ",15.7,NA,"","行方不明","",NA,NA,"E9",0,0,0,0,0,1
"41.3 ",97.4,"843","843",1.3,7.4,"アモダモ",16.9,17.2,"株立ち2本(843,844)","","",NA,NA,"E9",0,0,0,0,0,0
"46.3 ",97.4,"844","843",6.3,7.4,"アモダモ",34.7,35.2,"株立ち","","",NA,NA,"E9",0,0,0,0,0,0
"47.6 ",97.3,"845","845",7.6,7.3,"カマツカ",20,20.1,"","","",NA,NA,"E9",0,0,0,0,0,0
"48.2 ",97.5,"846","846",8.2,7.5,"イトマキイタヤ",80.2,81.9,"","","カエデ？→イトマキイタヤ",NA,NA,"E9",0,0,0,0,0,0
"49.0 ",96.7,"847","847",9,6.7,"ミヤマイボタ",43.1,46.1,"","","",NA,NA,"E9",0,0,0,0,0,0
"49.0 ",97.1,"848","848",9,7.1,"マメザクラ",68.3,69.6,"主幹枯","","",NA,NA,"E9",0,0,0,0,0,0
"49.0 ",97.1,"849","848",9,7.1,"マメザクラ",18.9,19.9,"枝","","",NA,NA,"E9",0,0,0,0,0,0
"48.6 ",97.1,"850","848",8.6,7.1,"マメザクラ",105.7,107.5,"主幹折","","",NA,NA,"E9",0,0,0,0,0,0
"45.2 ",99.2,"851","851",5.2,9.2,"ミヤマイボタ",21.9,22.5,"","","",NA,NA,"E9",0,0,0,0,0,0
"45.2 ",97.3,"852","852",5.2,7.3,"アモダモ",25.4,28.8,"","","",NA,NA,"E9",0,0,0,0,0,0
"43.4 ",97.3,"853","852",3.4,7.3,"アモダモ",31.6,32.2,"","","",NA,NA,"E9",0,0,0,0,0,0
"41.7 ",97.3,"854","854",1.7,7.3,"ブナ",158,158.2,"","","",NA,NA,"E9",0,0,0,0,0,0
"41.7 ",98.8,"855","855",1.7,8.8,"ブナ",55.6,55.4,"","","",NA,NA,"E9",0,0,0,0,0,0
"42.7 ",99.3,"856","856",2.7,9.3,"シナノキ",26.3,26.3,"","","",NA,NA,"E9",0,0,0,0,0,0
"42.7 ",99.1,"857","857",2.7,9.1,"ヤマツツジ",15.9,15.1,"","","",NA,NA,"E9",0,0,0,0,0,0
"48.5 ",99.1,"858","857",8.5,9.1,"ヤマツツジ",15.4,15.6,"","","",NA,NA,"E9",0,0,-1,-1,0,0
"59.3 ",2.8,"149","149",9.3,2.8,"リョウブ",20,20.3,"","","",NA,NA,"F0",0,0,0,0,0,0
"56.0 ",3.9,"150","150",6,3.9,"ブナ",92.7,94.1,"","","",NA,NA,"F0",0,0,0,0,0,0
"51.6 ",4,"164","164",1.6,4,"ブナ",87.4,88.8,"","","",NA,NA,"F0",0,0,0,0,0,0
"54.9 ",5,"165","165",4.9,5,"ヒナウチワカエデ",32.2,32.7,"","","",NA,NA,"F0",0,0,0,0,0,0
"58.8 ",8.4,"167","167",8.8,8.4,"リョウブ",18.5,18.8,"","","",NA,NA,"F0",0,0,0,0,0,0
"51.2 ",0.5,"168","168",1.2,0.5,"リョウブ",21.2,NA,"","行方不明","",NA,NA,"F0",0,0,0,0,0,1
"58.7 ",10,"173","173",8.7,10,"ブナ",299.3,305.4,"","","",NA,NA,"F0",0,0,0,0,0,0
"55.6 ",16.8,"247","247",5.6,6.8,"マメザクラ",15,16.3,"枝分かれ","","",NA,NA,"F1",0,0,-1,1,0,0
"55.6 ",16.8,"248","247",5.6,6.8,"マメザクラ",26.5,26.5,"","","",NA,NA,"F1",0,0,0,0,0,0
"55.6 ",15.9,"249","249",5.6,5.9,"マメザクラ",19.8,19.4,"","","",NA,NA,"F1",0,0,0,0,0,0
"58.8 ",19.3,"282","282",8.8,9.3,"カマツカ",16.4,17.9,"","","",NA,NA,"F1",0,0,0,0,0,0
"54.6 ",13.9,"283","283",4.6,3.9,"ブナ",70.2,65.6,"","前回ツタ込み？","",NA,NA,"F1",0,0,0,0,0,0
"51.8 ",15.1,"284","284",1.8,5.1,"アオダモ",40.9,41.4,"","","",NA,NA,"F1",0,0,0,0,0,0
"53.1 ",16.8,"285","285",3.1,6.8,"オオモミジ",30.9,31.4,"","","",NA,NA,"F1",0,0,0,0,0,0
