#/log,DATA CREATED,データ作成日,20140220,,,,,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,杉田久志,,,,,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at 御明神大滝沢,,,,,,,,,,,,,,,
#,PLOT NAME,調査地名,御明神大滝沢,,,,,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,,,
#,,,別番号,,,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,,,
#/note,20090325,データ成形（石原正恵）,,,,,,,,,,,,,,,,
#,,"1991,1998,2003年のデータあり",,,,,,,,,,,,,,,,
#,,1991年台風被害をnote91.1として入力,,,,,,,,,,,,,,,,
#,,"gbh1991,1998,2003--> note.gbh91, note.gbh98, note.gbh03",,,,,,,,,,,,,,,,
#,20091224,"Data censused in 1991, 1998, 2003 were excluded because Monitoring Sites 1000 started from 2004.",,,,,,,,,,,,,,,,
#,20101220,イタヤカエデは全てアカイタヤ（杉田さんより）。イタヤカエデ->アカイタヤ,,,,,,,,,,,,,,,,
#,20171211,公開用にデータの体裁整え（日野）,,,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh08","gbh13","note08","note13","s_date08","s_date13","memo1","memo2","memo3","新No.","X","X.1","dl08","dl13","rec08","rec13","error08","error13"
40,100,573,"RG203",3.4,9.5,"ホオノキ",37.9,39.2,"","",20081112,20130926,"RG","B","",203,NA,NA,0,0,0,0,0,0
40,100,575,"RG204",3.4,8.2,"アカイタヤカレ",175,175.9,"","",20081112,20130926,"RG","B","",204,NA,NA,0,0,0,0,0,0
40,100,572,"RG205",4,9.6,"オオバボダイジュ",29.8,30,"","",20081112,20130926,"RG","B","",205,NA,NA,0,0,0,0,0,0
40,100,566,"RG221",9.4,5.6,"トチノキ",78.2,83,"","",20081112,20130926,"RG","B","",221,NA,NA,0,0,0,0,0,0
40,100,570,"RG222",4.6,3.3,"オオバボダイジュ",100.5,100.4,"上半分枯れ","",20081112,20130926,"RG","B","",222,NA,NA,0,0,0,0,0,0
40,100,568,"RG223",5.1,1,"スギ",99.5,103.2,"","",20081112,20130926,"RG","B","",223,NA,NA,0,0,0,0,0,0
40,100,571,"B571",3.7,6.7,"オオバボダイジュ",62.5,NA,"","→幹折れ枯れ",20081112,20130926,"","B","",NA,NA,NA,0,1,0,0,0,0
50,100,562,"RG219",5.1,9.4,"ブナ",98.8,103.6,"","",20081112,20130926,"RG","B","",219,NA,NA,0,0,0,0,0,0
50,100,564,"RG220",1.6,8.9,"トチノキ",94.9,98.3,"","",20081112,20130926,"RG","B","",220,NA,NA,0,0,0,0,0,0
50,100,554,"RG231",5.1,2.3,"トチノキ",49.8,53.6,"","",20081112,20130926,"RG","B","",231,NA,NA,0,0,0,0,0,0
50,100,553,"RG232",5.4,3.2,"トチノキ",71.1,72.8,"","",20081112,20130926,"RG","B","",232,NA,NA,0,0,0,0,0,0
50,100,560,"RG233",7.3,7.4,"ブナ",112.6,114.1,"","",20081112,20130926,"RG","B","",233,NA,NA,0,0,0,0,0,0
50,100,561,"RG234",8.9,8.8,"トチノキ",65.2,65.2,"上半分枯れ下枝のみ","",20081112,20130926,"RG","B","",234,NA,NA,0,0,0,0,0,0
50,100,552,"B552",9.3,1.6,"ブナ",NA,NA,"立ち枯れ","",20081112,20130926,"","B","",NA,NA,NA,1,2,-1,-1,0,0
60,100,538,"RG238",2.1,10,"ミズキ",20.6,20.9,"","",20081112,20130926,"RG","B","WG435",240,NA,NA,0,0,0,0,0,0
60,100,539,"RG241",2.3,9.8,"サワグルミ",80.3,80,"","",20081112,20130926,"RG","B","",241,NA,NA,0,0,0,0,0,0
60,100,540,"RG242",1,9.2,"トチノキ",107.5,111.8,"","",20081112,20130926,"RG","B","",242,NA,NA,0,0,0,0,0,0
60,100,542,"RG243",0.7,6.7,"トチノキ",144.3,148.7,"","",20081112,20130926,"RG","B","",243,NA,NA,0,0,0,0,0,0
60,100,547,"RG244",1.1,5.1,"サワグルミ",57.7,57.8,"","",20081112,20130926,"RG","B","",244,NA,NA,0,0,0,0,0,0
60,100,548,"RG245",2.1,0.3,"オオバボダイジュ",97.2,97.6,"","",20081112,20130926,"RG","B","",245,NA,NA,0,0,0,0,0,0
60,100,514,"RG246",5.5,3.5,"コハウチワカエデ",53.6,53.8,"","",20081112,20130926,"RG","B","",246,NA,NA,0,0,0,0,0,0
60,100,515,"RG247",8.3,7,"ヒバ",199.6,202,"","",20081112,20130926,"RG","B","",247,NA,NA,0,0,0,0,0,0
70,100,509,"RG262",5.4,9.7,"ヒバ",52.5,53.4,"","",20081112,20130926,"RG","B","",262,NA,NA,0,0,0,0,0,0
70,100,506,"RG263",5.7,6.2,"ヒバ",141.9,141,"","",20081112,20130926,"RG","B","",263,NA,NA,0,0,0,0,0,0
70,100,507,"RG264",5.6,5.1,"ホオノキ",68.6,73.4,"","",20081112,20130926,"RG","B","",264,NA,NA,0,0,0,0,0,0
70,100,508,"RG264",5.8,5.4,"ホオノキ",82.1,84,"","",20081112,20130926,"RG","B","",265,NA,NA,0,0,0,0,0,0
70,100,505,"RG266",1.7,3,"ヒバ",147.6,151.7,"","",20081112,20130926,"RG","B","",266,NA,NA,0,0,0,0,0,0
70,100,503,"RG267",2.1,2.4,"ヒバ",56.4,56.6,"","",20081112,20130926,"RG","B","",267,NA,NA,0,0,0,0,0,0
70,100,501,"RG268",1.8,0.6,"ホオノキ",144.5,147.8,"","",20081112,20130926,"RG","B","",268,NA,NA,0,0,0,0,0,0
70,100,NA,"RG268",2.1,1,"ホオノキ",NA,8.8,"","",20081112,20130926,"RG","","",269,NA,NA,0,0,-1,-1,0,0
70,100,497,"RG273",9.9,1.3,"ヒバ",80.7,83.5,"","",20081112,20130926,"RG","B","",273,NA,NA,0,0,0,0,0,0
70,100,496,"RG274",8.2,2,"ヒバ",42.9,42.8,"","",20081112,20130926,"RG","B","",274,NA,NA,0,0,0,0,0,0
70,100,508.5,"RG275",7.7,5.4,"ヒバ",29.6,30.3,"","",20081112,20130926,"RG","B","RD266",275,NA,NA,0,0,0,0,0,0
70,100,497.5,"B497.5",9.9,1.1,"ヒバ",NA,NA,"根返り枯れ","",20081112,20130926,"","B","RD269",NA,NA,NA,1,2,-1,-1,0,0
80,100,491,"RG276",1.1,8.3,"ホオノキ",120.4,123.8,"","",20081112,20130926,"RG","B","",276,NA,NA,0,0,0,0,0,0
80,100,490,"RG276",1.3,8.6,"ホオノキ",26,26.4,"","",20081112,20130926,"RG","B","",277,NA,NA,0,0,0,0,0,0
80,100,492,"RG279",4.6,8.7,"ヒバ",41.7,41.8,"","",20081112,20130926,"RG","B","",279,NA,NA,0,0,0,0,0,0
80,100,479,"RG280",5.9,8.5,"ヒバ",75.6,77.9,"","",20081112,20130926,"RG","B","",280,NA,NA,0,0,0,0,0,0
80,100,495,"RG281",1.6,3.6,"ホオノキ",104.4,105.1,"","",20081112,20130926,"RG","B","",281,NA,NA,0,0,0,0,0,0
80,100,478,"RG282",7.9,2.1,"トチノキ",276.2,280.9,"","",20081112,20130926,"RG","B","",282,NA,NA,0,0,0,0,0,0
80,100,494,"RG284",0.9,4.2,"ヒバ",14.9,15,"","",20081112,20130926,"RG","B","",284,NA,NA,0,0,-1,-1,0,0
80,100,480,"B480",6.8,8.8,"スギ",NA,NA,"立ち枯れ","",20081112,20130926,"","B","",NA,NA,NA,1,2,-1,-1,0,0
80,100,493,"B493",1.4,6.1,"ヒバ",44.4,NA,"","→幹折れ枯れ",20081112,20130926,"","B","",NA,NA,NA,0,1,0,0,0,0
10,110,653,"RG156",3.7,9.1,"アオハダ",62.4,62.6,"","",20081112,20130926,"RG","B","WG417",156,NA,NA,0,0,0,0,0,0
10,110,654,"RG157",3.2,6.5,"ヒバ",87.8,89.6,"","",20081112,20130926,"RG","B","",157,NA,NA,0,0,0,0,0,0
10,110,649,"RG158",7.5,8.6,"アオハダ",28.5,28.8,"","",20081112,20130926,"RG","B","WG418",158,NA,NA,0,0,0,0,0,0
10,110,650,"RG159",8.3,7.1,"アカイタヤ",152.9,153.7,"","",20081112,20130926,"RG","B","",159,NA,NA,0,0,0,0,0,0
20,110,645,"RG160",2.6,8.1,"ヒバ",132.8,137.7,"","",20081112,20130926,"RG","B","",160,NA,NA,0,0,0,0,0,0
20,110,633,"RG161",5.5,5.8,"ヒバ",113.3,116.4,"","",20081112,20130926,"RG","B","",161,NA,NA,0,0,0,0,0,0
20,110,631,"RG174",6.8,2.3,"ヒバ",22.8,22.5,"","",20081112,20130926,"RG","B","WG420 ",174,NA,NA,0,0,0,0,0,0
20,110,632,"RG175",4.9,4.7,"ヒバ",26.1,27.1,"","",20081112,20130926,"RG","B","",175,NA,NA,0,0,0,0,0,0
20,110,631.1,"RG176",4,0.7,"ヒバ",11.6,13,"","",20081112,20130926,"RG","B","青866　RD807",176,NA,NA,0,0,-1,-1,0,0
20,110,646,"B646",2.9,7.7,"ヒバ",20.1,NA,"根元裂け倒伏生存","枯れ(2009)",20081112,20130926,"","B","",NA,NA,NA,0,1,0,0,0,0
30,110,642,"RG163",3.4,8.5,"ウダイカンバ",179.4,183.9,"寄りかかられ","",20081112,20130926,"RG","B","",163,NA,NA,0,0,0,0,0,0
30,110,601,"RG164",4.8,4.8,"ヒバ",88.8,91.1,"","",20081112,20130926,"RG","B","WG424",164,NA,NA,0,0,0,0,0,0
30,110,640,"RG165",3,5.1,"ヒバ",58.1,58,"","倒木に頭抑えられ先枯れ",20081112,20130926,"RG","B","WG425 ",165,NA,NA,0,0,0,0,0,0
30,110,635,"RG166",0.7,5,"ヒバ",41.3,42.2,"","",20081112,20130926,"RG","B","",166,NA,NA,0,0,0,0,0,0
30,110,638,"RG167",3,4.6,"ヒバ",19.8,20.6,"解放","",20081112,20130926,"RG","B","WG426",167,NA,NA,0,0,0,0,0,0
30,110,637,"RG168",2.8,3.7,"ヒバ",17.6,18.3,"","",20081112,20130926,"RG","B","",168,NA,NA,0,0,0,0,0,0
30,110,637.1,"RG169",3.7,2.5,"ヒバ",10.6,10.7,"","",20081112,20130926,"RG","B","青75",169,NA,NA,0,0,-1,-1,0,0
30,110,636,"RG170",3.8,1.6,"ヒバ",14.4,14.8,"","",20081112,20130926,"RG","B","",170,NA,NA,0,0,-1,-1,0,0
30,110,600,"RG189",7.3,6.2,"ヒバ",36.2,36.7,"","",20081112,20130926,"RG","B","",189,NA,NA,0,0,0,0,0,0
30,110,597,"RG190",8.9,7.1,"ヒバ",49.2,50.8,"","",20081112,20130926,"RG","B","",190,NA,NA,0,0,0,0,0,0
30,110,596,"RG191",9.9,7.7,"ヒバ",54,56.1,"","",20081112,20130926,"RG","B","",191,NA,NA,0,0,0,0,0,0
30,110,602,"RG197",7.9,4.2,"ホオノキ",39.9,40.6,"","",20081112,20130926,"RG","B","",195,NA,NA,0,0,0,0,0,0
30,110,NA,"RG197",7.5,3.6,"ホオノキ",NA,25.4,"","",20081112,20130926,"RG","","青76",196,NA,NA,0,0,-1,1,0,0
30,110,603,"RG197",8.1,3.9,"ホオノキ",208.8,213.5,"B603とB604合わせて測定B603のみ120.7","",20081112,20130926,"RG","B","RD806",197,NA,NA,0,0,0,0,0,0
30,110,604,"RG197",8.1,3.9,"ホオノキ",NA,NA,"B604のみ113.2","",20081112,20130926,"RG","B","",197.1,NA,NA,0,0,0,0,1,1
30,110,598,"B598",7.6,8.2,"ヒバ",NA,NA,"立ち枯れ","",20081112,20130926,"","B","WG427",NA,NA,NA,1,2,-1,-1,0,0
30,110,599,"B599",6.8,7,"アオダモ",31.1,NA,"","→下敷き折れ枯れ",20081112,20130926,"","B","",NA,NA,NA,0,1,0,0,0,0
30,110,641,"B641",4.5,9.1,"ヒバ",NA,NA,"寄りかかられ幹く10m枯","",20081112,20130926,"","B","",NA,NA,NA,1,2,-1,-1,0,0
40,110,587,"RG192",3.6,9.8,"ヒバ",70.1,70.4,"","",20081112,20130926,"RG","B","",192,NA,NA,0,0,0,0,0,0
40,110,586,"RG193",6.3,8.1,"ヒバ",117.7,122.3,"","",20081112,20130926,"RG","B","",193,NA,NA,0,0,0,0,0,0
40,110,588,"RG194",4.2,7.7,"アカイタヤ",93.7,94.9,"","",20081112,20130926,"RG","B","",194,NA,NA,0,0,0,0,0,0
40,110,593,"RG198",4.5,3.1,"ヒバ",100.6,101.8,"","",20081112,20130926,"RG","B","",198,NA,NA,0,0,0,0,0,0
40,110,591,"RG199",5.4,3.5,"ヒバ",55.9,55.8,"","",20081112,20130926,"RG","B","",199,NA,NA,0,0,0,0,0,0
40,110,576,"RG206",7.8,1.6,"ブナ",66.8,67.3,"","",20081112,20130926,"RG","B","",206,NA,NA,0,0,0,0,0,0
40,110,577,"RG208",8.9,1.8,"アカイタヤ",20.6,20.5,"","",20081112,20130926,"RG","B","WG428",208,NA,NA,0,0,0,0,0,0
40,110,589,"B589",5.3,3.9,"ヒバ",51.7,NA,"","→立枯れ",20081112,20130926,"","B","",NA,NA,NA,0,1,0,0,0,0
40,110,594,"B594",4.1,2.4,"コハウチワカエデ",NA,NA,"立ち枯れ","",20081112,20130926,"","B","",NA,NA,NA,1,2,-1,-1,0,0
50,110,579,"RG207",0.6,2.3,"ヒバ",126.2,129.3,"","",20081112,20130926,"RG","B","RD808",207,NA,NA,0,0,0,0,0,0
50,110,583,"RG209",2.8,8.5,"ヒバ",65.7,66.4,"","",20081112,20130926,"RG","B","",209,NA,NA,0,0,0,0,0,0
50,110,582,"RG210",3.4,7.8,"ヒバ",121,126.2,"","",20081112,20130926,"RG","B","WG429",210,NA,NA,0,0,0,0,0,0
50,110,582.7,"RG212",4.3,6.2,"ハウチワカエデ",11.6,12.4,"","",20081112,20130926,"RG","B","RD264　WG430",211,NA,NA,0,0,-1,-1,0,0
50,110,582.6,"RG212",5,6.1,"ハウチワカエデ",21.4,21.4,"","",20081112,20130926,"RG","B","PF230",212,NA,NA,0,0,0,0,0,0
50,110,582.4,"RG213",4.7,6.5,"ハクウンボク",56.6,56.9,"","",20081112,20130926,"RG","B","PF228 WG431",213,NA,NA,0,0,0,0,0,0
50,110,582.5,"RG213",5,5.7,"ハクウンボク",57.1,57.7,"","",20081112,20130926,"RG","B","PF229 WG432",214,NA,NA,0,0,0,0,0,0
50,110,582.3,"RG215",6.9,7.4,"ヒバ",82.9,84.9,"","",20081112,20130926,"RG","B","PF227",215,NA,NA,0,0,0,0,0,0
50,110,582.2,"RG216",7.2,9.3,"ヒバ",92.2,95.1,"","",20081112,20130926,"RG","B","PF226 WG433",216,NA,NA,0,0,0,0,0,0
50,110,582.1,"RG217",8.3,8.2,"ヒバ",103.2,106.7,"","",20081112,20130926,"RG","B","PF225 WG434",217,NA,NA,0,0,0,0,0,0
60,110,533,"RG218",0,9.1,"ヒバ",150.4,153.8,"","",20081112,20130926,"RG","B","",218,NA,NA,0,0,0,0,0,0
60,110,534,"RG236",2.2,2.7,"ヒバ",108.9,110.2,"","",20081112,20130926,"RG","B","",236,NA,NA,0,0,0,0,0,0
60,110,535,"RG237",4.5,2.7,"トチノキ",37.7,37.6,"","",20081112,20130926,"RG","B","",237,NA,NA,0,0,0,0,0,0
60,110,537,"RG238",2.6,0.1,"ホオノキ",119.4,123.1,"","",20081112,20130926,"RG","B","",238,NA,NA,0,0,0,0,0,0
60,110,NA,"RG238",2.3,0.3,"ホオノキ",NA,10.9,"","",20081112,20130926,"RG","","",239,NA,NA,0,0,-1,-1,0,0
60,110,517.3,"RG248",9.8,0.5,"ホオノキ",10.2,11.1,"","",20081112,20130926,"RG","B","青1145",249,NA,NA,0,0,-1,-1,0,0
60,110,517.1,"RG248",9.5,0,"ホオノキ",10.2,12.4,"","",20081112,20130926,"RG","B","青1143",250,NA,NA,0,0,-1,-1,0,0
60,110,NA,"RG248",9.8,0.5,"ホオノキ",NA,10.5,"","",20081112,20130926,"RG","","青1146",252,NA,NA,0,0,-1,-1,0,0
60,110,525,"RG253",8.2,5.6,"ヒバ",80.1,79.7,"","",20081112,20130926,"RG","B","",253,NA,NA,0,0,0,0,0,0
60,110,522,"RG254",9.9,5.4,"ヒバ",71.1,71,"","→幹折れ枝1本",20081112,20130926,"RG","B","",254,NA,NA,0,0,0,0,0,0
60,110,529,"RG255",8.1,8.6,"ヒバ",64.2,64.9,"傾いた木に押され","",20081112,20130926,"RG","B","",255,NA,NA,0,0,0,0,0,0
60,110,528,"RG256",9.3,9.4,"ヒバ",38.2,38.2,"","",20081112,20130926,"RG","B","",256,NA,NA,0,0,0,0,0,0
60,110,527,"RG257",9.5,8.7,"ヒバ",48,48.4,"傾いた木に押され","",20081112,20130926,"RG","B","",257,NA,NA,0,0,0,0,0,0
60,110,517.2,"RG248",9.7,0.4,"ホオノキ",8.3,NA,"","→立枯れ",20081112,20130926,"","B","青1144",NA,NA,NA,0,1,-1,-1,0,0
60,110,523,"B523",9.2,5.4,"ヒバ",86,NA,"","→幹折れ枯れ",20081112,20130926,"","B","",NA,NA,NA,0,1,0,0,0,0
60,110,530,"B530",6.2,7.5,"ヒバ",42.3,NA,"","09立枯れ",20081112,20130926,"","B","",NA,NA,NA,0,1,0,0,0,0
70,110,517,"RB248",0,0.1,"ホオノキ",146.9,153.1,"","",20081112,20130926,"RG","B","WG437",248,NA,NA,0,0,0,0,0,0
70,110,NA,"RB248",0.3,0.6,"ホオノキ",NA,10.9,"","",20081112,20130926,"RG","","",251,NA,NA,0,0,-1,-1,0,0
70,110,521,"RG258",2.2,6.8,"ヒバ",55.4,57.2,"","",20081112,20130926,"RG","B","",258,NA,NA,0,0,0,0,0,0
70,110,519,"RG259",3.7,5.1,"ブナ",185.3,191.3,"","",20081112,20130926,"RG","B","",259,NA,NA,0,0,0,0,0,0
70,110,487,"RG260",8.1,7.9,"ヒバ",243.3,247,"","",20081112,20130926,"RG","B","",260,NA,NA,0,0,0,0,0,0
70,110,488,"RG261",7,4.2,"ヒバ",59.8,60.1,"上半分枯れ","",20081112,20130926,"RG","B","",261,NA,NA,0,0,0,0,0,0
70,110,489,"RG278",9.4,0.9,"ヒバ",109.8,116,"枝1本のみ","測定部位変わった?",20081112,20130926,"RG","B","",278,NA,NA,0,0,0,0,0,0
70,110,486,"B486",9.9,8.6,"ヒバ",NA,NA,"立ち枯れ","",20081112,20130926,"","B","",NA,NA,NA,1,2,-1,-1,0,0
80,110,484,"RG285",9.7,7.2,"アカイタヤ",97.8,NA,"","→ほとんど枯れ傾き50°→枯れ98.2",20081112,20130926,"RG","B","",285,NA,NA,0,1,0,0,0,0
80,110,484.1,"RG286",5.6,9.2,"ヒバ",10.5,12.3,"","",20081112,20130926,"RG","B","青1693",286,NA,NA,0,0,-1,-1,0,0
80,110,485,"B485",0.9,7.7,"ヒバ",NA,NA,"幹折れ　枯れ","",20081112,20130926,"","B","",NA,NA,NA,1,2,-1,-1,0,0
10,120,NA,"RG 25",2.4,9.8,"リョウブ",7.1,10.3,"","",20081112,20130926,"RG","","PC767",25,NA,NA,0,0,-1,-1,0,0
10,120,NA,"RG 26",0.4,9.9,"ウワミズザクラ",NA,12.3,"","",20081112,20130926,"RG","","PC784",26,NA,NA,0,0,-1,-1,0,0
10,120,200.69,"RG 27",5,8.6,"ホオノキ",8,9.2,"","",20081112,20130926,"RG","E","PC716",27,NA,NA,0,0,-1,-1,0,0
10,120,213,"RG 28",6.6,8.5,"ヒバ",78.8,83.2,"","",20081112,20130926,"RG","E","",28,NA,NA,0,0,0,0,0,0
10,120,200.67,"29",6.7,7.4,"ウワミズザクラ",10.9,12.7,"","",20081112,20130926,"RG","E","PC711",29,NA,NA,0,0,-1,-1,0,0
10,120,212,"RG 30",9.2,9.3,"ヒバ",NA,32.1,"","倒れ",20081112,20130926,"RG","E","WG398",30,NA,NA,0,0,0,0,1,0
10,120,NA,"RG 31",8.1,9.8,"ハクウンボク",3.1,9.2,"","",20081112,20130926,"RG","","青911",31,NA,NA,0,0,-1,-1,0,0
10,120,216,"RG 32",8.5,6.2,"アオハダ",95.1,97.3,"","→幹裂け倒伏",20081112,20130926,"RG","E","WG399",32,NA,NA,0,0,0,0,0,0
10,120,218,"RG 33",8.4,4.1,"ヒバ",85.3,85.6,"","",20081112,20130926,"RG","E","",33,NA,NA,0,0,0,0,0,0
10,120,229,"RG 34",3.3,1.9,"ヒバ",152.3,155.9,"","",20081112,20130926,"RG","E","",34,NA,NA,0,0,0,0,0,0
10,120,230,"RG 35",2.5,3,"ヒバ",43.3,45.2,"","",20081112,20130926,"RG","E","",35,NA,NA,0,0,0,0,0,0
10,120,227,"RG 36",7.6,0.8,"ヒバ",52.3,52,"","",20081112,20130926,"RG","E","",36,NA,NA,0,0,0,0,0,0
10,120,226,"RG 37",9.3,1.7,"ヒバ",71.9,75.4,"","",20081112,20130926,"RG","E","",37,NA,NA,0,0,0,0,0,0
10,120,648,"B648",9,2.5,"ヒバ",59.1,NA,"","09幹くの字枯れ",20081112,20130926,"","B","",NA,NA,NA,0,1,0,0,0,0
10,120,200.68,"E200.68",4.9,8,"クサギ",11.8,NA,"","→立枯れ",20081112,20130926,"","E","PC715",NA,NA,NA,0,1,-1,-1,0,0
20,120,220,"RG 38",3,5,"ヒバ",100,101.4,"上半分枯れ","",20081112,20130926,"RG","E","RD768",38,NA,NA,0,0,0,0,0,0
20,120,NA,"RG 39",3.4,5,"リョウブ",6.9,9.5,"","",20081112,20130926,"RG","","",39,NA,NA,0,0,-1,-1,0,0
20,120,221,"RG 40",5.4,4.3,"ヒバ",117.2,122.3,"","",20081112,20130926,"RG","E","",40,NA,NA,0,0,0,0,0,0
20,120,223,"RG 41",7.3,3,"ヒバ",117.5,118.3,"","",20081112,20130926,"RG","E","",41,NA,NA,0,0,0,0,0,0
20,120,224,"RG 42",5.9,2.3,"ヒバ",30,29.8,"","",20081112,20130926,"RG","E","",42,NA,NA,0,0,0,0,0,0
20,120,644,"RG 43",2,0.4,"ホオノキ",75.2,77.8,"","",20081112,20130926,"RG","B","",43,NA,NA,0,0,0,0,0,0
20,120,644.1,"RG 44",1.8,0.6,"ホオノキ",18.3,19.3,"","",20081112,20130926,"RG","B","WG419 ",44,NA,NA,0,0,0,0,0,0
20,120,NA,"RG 45",2.1,0.8,"ホオノキ",NA,10.4,"","",20081112,20130926,"RG","","",45,NA,NA,0,0,-1,-1,0,0
20,120,200.75,"RG 52",8.7,6.8,"リョウブ",9,11.3,"","",20081112,20130926,"RG","E","RC774",52,NA,NA,0,0,-1,-1,0,0
20,120,196,"RG 53",3.9,8.3,"サワグルミ",145.9,153,"","",20081112,20130926,"RG","E","",53,NA,NA,0,0,0,0,0,0
20,120,200.62,"RG 54",4.2,9.7,"リョウブ",9.1,11.3,"","",20081112,20130926,"RG","E","PC636",54,NA,NA,0,0,-1,-1,0,0
20,120,200.57,"RG 59.1",7.444733083,9.213518657,"リョウブ",8.3,8.2,"","RG59近く",20081112,20130926,"RG","E","PC622",59.1,NA,NA,0,0,-1,-1,0,0
20,120,200.76,"RG 60",8.5,10.2,"リョウブ",9.3,9,"","",20081112,20130926,"RG","E","G229",60,NA,NA,0,0,-1,-1,0,0
30,120,183,"RG 46",0,0.5,"サワグルミカレ",151.5,152.7,"","",20081112,20130926,"RG","E","",46,NA,NA,0,0,0,0,0,0
30,120,NA,"RG 47",0.3,3.7,"リョウブ",NA,9.1,"","",20081112,20130926,"RG","","",47,NA,NA,0,0,-1,-1,0,0
30,120,NA,"RG 48",0.3,4.7,"リョウブ",NA,9.4,"","",20081112,20130926,"RG","","",48,NA,NA,0,0,-1,-1,0,0
30,120,185,"RG 49",3.7,5.6,"サワグルミ",95.6,98.9,"","",20081112,20130926,"RG","E","",49,NA,NA,0,0,0,0,0,0
30,120,186,"RG 50",4.4,4.9,"サワグルミ",63.3,70.3,"","",20081112,20130926,"RG","E","",50,NA,NA,0,0,0,0,0,0
30,120,NA,"RG 51",4.3,8.6,"リョウブ",NA,9.1,"","",20081112,20130926,"RG","","",51,NA,NA,0,0,-1,-1,0,0
30,120,200.5,"RG 61",0.10914771,9.671348824,"リョウブ",8.5,10.2,"","",20081112,20130926,"RG","E","PC578",61,NA,NA,0,0,-1,-1,0,0
30,120,200.51,"RG 61",0.121428267,9.793188008,"リョウブ",8,10.4,"","",20081112,20130926,"RG","E","PC579",62,NA,NA,0,0,-1,-1,0,0
30,120,174.1,"RG 93",8.2,9.6,"ホオノキ",14.5,19.2,"","",20081112,20130926,"RG","E","RD252　WG395",93,NA,NA,0,0,-1,1,0,0
30,120,174.2,"RG 93",8.3,9.5,"ホオノキ",10.3,11,"","",20081112,20130926,"RG","E","RD251　WG394",94,NA,NA,0,0,-1,-1,0,0
30,120,175.1,"RG 96",7.6,6.9,"ホオノキ",18.2,30.3,"","",20081112,20130926,"RG","E","PC552",95,NA,NA,0,0,0,0,0,0
30,120,175,"RG 96",7.8,6.8,"トチノキ",89.7,93.8,"","",20081112,20130926,"RG","E","",96,NA,NA,0,0,0,0,0,0
30,120,179,"RG102",6.7,2.8,"？カレ",134.2,133.6,"","",20081112,20130926,"RG","E","",102,NA,NA,0,0,0,0,0,0
30,120,643,"RG162",0.3,0,"アオハダ",73.8,74.9,"","",20081112,20130926,"RG","B","",162,NA,NA,0,0,0,0,0,0
30,120,177,"E177",7.5,4.6,"トチノキカレ",NA,NA,"幹裂け1m寄りかかり枯れ","",20081112,20130926,"","E","WG396",NA,NA,NA,1,2,-1,-1,0,0
30,120,181,"E181",4.2,0.9,"トチノキ",97,NA,"","→幹折れ7m枯れ",20081112,20130926,"","E","",NA,NA,NA,0,1,0,0,0,0
30,120,182,"E182",2.1,2.5,"シウリザクラ",103.6,NA,"","→幹折れ1m枯れ",20081112,20130926,"","E","",NA,NA,NA,0,1,0,0,0,0
40,120,156,"RG103",1,6.6,"アオダモ",87.4,91.3,"","",20081112,20130926,"RG","E","",103,NA,NA,0,0,0,0,0,0
40,120,153,"RG104",1.8,1.2,"ヒバ",116,118.4,"","",20081112,20130926,"RG","E","",104,NA,NA,0,0,0,0,0,0
40,120,150,"RG105",5.6,2.1,"ヒバ",87.7,88.9,"","",20081112,20130926,"RG","E","",105,NA,NA,0,0,0,0,0,0
40,120,NA,"RG106",6,2.7,"クサギ",NA,11.7,"","RG105の北1m",20081112,20130926,"RG","","",106,NA,NA,0,0,-1,-1,0,0
40,120,134,"RG107",8.4,4.5,"ヒバ",107,106.9,"幹折れ生存","",20081112,20130926,"RG","E","",107,NA,NA,0,0,0,0,0,0
40,120,131,"RG108",9.6,5.5,"ヒバ",150,153.4,"","",20081112,20130926,"RG","E","",108,NA,NA,0,0,0,0,0,0
40,120,132,"E132",9.3,6.1,"ヒバ",28.7,NA,"寄りかかり","→枯れ",20081112,20130926,"","E","",NA,NA,NA,0,1,0,0,0,0
40,120,148,"E148",7.3,7.8,"アオハダ",NA,NA,"不明","",20081112,20130926,"","E","PH479",NA,NA,NA,1,2,-1,-1,0,0
