#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,西村尚之,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Kiso-akasawa (KI-EC1).,,,,,,,,,,
#,SITE NAME,サイト名,木曽,,,,,,,,,,
#,PLOT NAME,調査区名,-,,,,,,,,,,
#,PLOT CODE,調査区コード,KI-EC1,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,
#,,note,備考,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,
#/note,,gbh（t+1）-gbh(t)>6　もしくは<−3は測定間違いとする,,,,,,,,,,,
#/note,20090421,データ成形（石原）,,,,,,,,,,,
#,,タグNoの重複多数だったので、セルx座標_セルy座標_タグ番号に書き換えた。,,,,,,,,,,,
#,,異なるセルで同株の幹はなかったので、セルx座標_セルy座標_個体番号に書き換えた。,,,,,,,,,,,
#,,100_30_593が２個体あったので、ホオノキを100_30_592に変更,,,,,,,,,,,
#,20091020,"mesh_xcord(Moni1000)=mesh_xcord(origina)-10, mesh_ycord(Moni1000)=mesh_ycord(original)-10",,,,,,,,,,,
#,20171006,公開データのためのエラーチェック（日野）,,,,,,,,,,,
#,,note_13に「G08測定ミス」「G08過大」と書かれている幹個体のgbh08の計測値の前にndを入力,,,,,,,,,,,
#,,,,,,,,,,,,,
#,,,,,,,,,,,,,
#,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh08","gbh13","note08","note13","s_date08","s_date13","新ID","dl08","dl13","rec08","rec13","error08","error13"
90,20,"592","592",9.9,2.7,"ホオノキ",24.5,24.6,NA,NA,39686,41510,"nWA854",0,0,0,0,0,0
90,20,"wG628","WG628",0.4,3.2,"ホオノキ",28.1,28.3,NA,NA,39686,41510,"nWA855",0,0,0,0,0,0
90,20,"wG629","WG629",2.7,4.3,"ホオノキ",18.9,19.2,NA,NA,39686,41510,"nWA857",0,0,0,0,0,0
90,20,"wG630","WG630",1.4,4.6,"ホオノキ",33.6,35.5,NA,NA,39686,41510,"nWA856",0,0,0,0,0,0
90,20,"593","593",9.2,5.7,"ミズナラ",26.9,27.1,NA,NA,39686,41510,"nWA859",0,0,0,0,0,0
90,20,"wG292","WG292",5,6,"ホオノキ",25.3,25.4,NA,NA,39686,41510,"nWA858",0,0,0,0,0,0
90,20,"wG631","WG631",3.6,7.8,"ホオノキ",32.7,33.2,NA,NA,39686,41510,"nWA860",0,0,0,0,0,0
90,20,"328","328",5.2,8.6,"アスナロ",50.5,51,"コブが多いので測位160cm","G03測定ミス",39686,41510,"nWA861",0,0,0,0,1,0
90,20,"327","327",5.3,9.4,"ヒノキ",200.4,203.3,NA,NA,39686,41510,"nWA863",0,0,0,0,0,0
90,20,"329","329",4,9.7,"ホオノキ",29.5,29.9,NA,NA,39686,41510,"nWA862",0,0,0,0,0,0
90,30,"595","595",6.9,0.2,"ヒノキ",239.6,238,NA,"G08過大",39686,41510,"nWA866",0,0,0,0,1,0
90,30,"wG636","WG636",2.4,2,"ホオノキ",32.3,33.5,NA,NA,39686,41510,"nWA864",0,0,0,0,0,0
90,30,"wG291","WG291",8.4,2.8,"ホオノキ",34.2,34.3,NA,NA,39686,41510,"nWA867",0,0,0,0,0,0
90,30,"wG637","WG637",3.5,3.9,"ヒノキ",214.8,215.9,NA,NA,39686,41510,"nWA865",0,0,0,0,0,0
90,30,"wG638","WG638",0.8,6.2,"アオハダ",27.2,27.7,NA,NA,39686,41510,"nWA869",0,0,0,0,0,0
90,30,"wG639","WG639",1.8,7.7,"ホオノキ",31.1,31.5,NA,NA,39686,41510,"nWA868",0,0,0,0,0,0
90,40,"391","391",5.5,4.7,"アスナロ",25.6,25.5,"測定漏れ","生存修正済",39686,41510,"nWA880",0,0,0,0,0,0
90,40,"wG294","WG294",9.3,0.2,"サワラ",44.9,46.6,NA,NA,39686,41510,"nWA875",0,0,0,0,0,0
90,40,"wG643","WG643",4.1,0.6,"ホオノキ",25.9,26.3,NA,NA,39686,41510,"nWA872",0,0,0,0,0,0
90,40,"wG295","WG295",6,0.8,"ホオノキ",51.3,55,NA,NA,39686,41510,"nWA873",0,0,0,0,0,0
90,40,"wG644","WG644",1.3,2.4,"ホオノキ",43.6,46,NA,NA,39686,41510,"nWA870",0,0,0,0,0,0
90,40,"wG297","WG297",8.3,2.4,"アスナロ",16,16.4,NA,"傾く",39686,41510,"nWA874",0,0,0,0,0,0
90,40,"388","388",3.8,2.7,"アスナロ",18.7,18.8,NA,NA,39686,41510,"nWA871",0,0,0,0,0,0
90,40,"643","643",7.6,3.9,"アスナロ",19.7,20.1,NA,"やや傾く",39686,41510,"nWA877",0,0,0,0,0,0
90,40,"642","642",8.2,4,"アスナロ",22.4,22.8,NA,"やや傾く",39686,41510,"nWA876",0,0,0,0,0,0
90,40,"392","392",4.4,4.6,"アスナロ",39.5,41.4,NA,NA,39686,41510,"nWA878",0,0,0,0,0,0
90,40,"646","646",6,5.9,"ヒノキ",30.9,31,NA,NA,39686,41510,"nWA879",0,0,0,0,0,0
90,40,"wG299","WG299",6,6.8,"ヒノキ",207.2,210.6,NA,NA,39686,41510,"nWA882",0,0,0,0,0,0
90,40,"396","396",5,8.3,"ヒノキ",210.7,210.8,"測位230cm",NA,39686,41510,"nWA881",0,0,0,0,0,0
90,40,"652","652",7.1,9,"ヒノキ",25.9,25.8,NA,NA,39686,41510,"nWA885",0,0,0,0,0,0
90,40,"651","651",7.9,9.1,"ヒノキ",27.5,27.2,NA,"G08過大",39686,41510,"nWA884",0,0,0,0,1,0
90,40,"wG751","WG751",9,9.4,"ヒノキ",29,28.6,NA,"G08過大",39686,41510,"nWA883",0,0,0,0,1,0
90,40,"654","654",6.4,9.8,"ヒノキ",29,NA,NA,"立枯",39686,41510,"",0,1,0,0,0,0
90,50,"655","655",5.9,2,"アスナロ",46.7,48.3,NA,NA,39686,41510,"nWA887",0,0,0,0,0,0
90,50,"660","660",6.5,3.1,"アスナロ",64.3,65.4,NA,NA,39686,41510,"nWA914",0,0,0,0,0,0
90,50,"659","659",9.2,3.4,"アスナロ",65.9,69,NA,"GAP下",39686,41510,"nWA915",0,0,0,0,0,0
90,50,"398","398",3.7,4,"アスナロ",72.3,72.8,NA,NA,39686,41510,"nWA888",0,0,0,0,0,0
90,50,"399","399",3.8,4.7,"ホオノキ",47,48.6,NA,NA,39686,41510,"nWA889",0,0,0,0,0,0
90,50,"wG701","WG701",3.8,5,"ホオノキ",62.8,67.4,NA,"GAP下",39686,41510,"nWA890",0,0,0,0,0,0
90,50,"wG702","WG702",3.7,5.5,"ホオノキ",29.9,31.8,NA,NA,39686,41510,"nWA913",0,0,0,0,0,0
90,50,"wG753","WG753",9.4,8.2,"マルバノキ",19.3,NA,NA,"立枯",39686,41510,"",0,1,0,0,0,0
90,60,"663","663",8.8,0.9,"アスナロ",27.3,27.8,NA,NA,39686,41510,"nWA923",0,0,0,0,0,0
90,60,"665","665",6.3,0.9,"アスナロ",35.3,35.9,"曲がる",NA,39686,41510,"nWA919",0,0,0,0,0,0
90,60,"661","661",9.5,1.2,"アスナロ",16,NA,"曲がる","立枯",39686,41510,"",0,1,0,0,0,0
90,60,"666","666",7.5,1.2,"アスナロ",24.3,24.4,"曲がる",NA,39686,41510,"nWA921",0,0,0,0,0,0
90,60,"662","662",9.3,1.3,"アスナロ",26.2,NA,"曲がる","立枯",39686,41510,"",0,1,0,0,0,0
90,60,"664","664",8.6,1.3,"アスナロ",52.6,54.4,NA,NA,39686,41510,"nWA922",0,0,0,0,0,0
90,60,"667","667",6.3,1.3,"アスナロ",27.2,26.9,NA,"曲がる",39686,41510,"nWA920",0,0,0,0,0,0
90,60,"404","404",2.9,2.9,"アスナロ",35,36.4,NA,NA,39686,41510,"nWA916",0,0,0,0,0,0
90,60,"wG754","WG754",8.2,3.7,"ヒノキ",123.3,124.9,NA,NA,39686,41510,"nWA924",0,0,0,0,0,0
90,60,"670","670",8,3.7,"アスナロ",33.4,32.3,NA,"G08測定ミス",39686,41510,"nWA925",0,0,0,0,1,0
90,60,"385","385",8.6,4,"アスナロ",17.3,19.2,NA,NA,39686,41510,"nWA886",0,0,0,0,0,0
90,60,"407","407",1.4,4.4,"サワラ",157.5,159.5,NA,NA,39686,41510,"nWA917",0,0,0,0,0,0
90,60,"677","677",9.5,5.2,"アスナロ",21.7,20.8,"傾く","倒れ生存",39686,41510,"nWA937",0,0,0,0,0,0
90,60,"671","671",5.7,5.4,"アスナロ",60.7,61.8,NA,NA,39686,41510,"nWA918",0,0,0,0,0,0
90,60,"673","673",7.7,6.2,"アスナロ",31.6,30.3,"コブ有り測定","コブなし測定，G08測定ミス",39686,41510,"nWA926",0,0,0,0,1,0
90,60,"J438","YJ438",5.4,7,"アスナロ",20.5,20.7,NA,NA,39686,41510,"nWA930",0,0,0,0,0,0
90,60,"674","674",7.5,7.1,"アスナロ",21.8,21.7,NA,NA,39686,41510,"nWA927",0,0,0,0,0,0
90,60,"411","411",4.1,7.4,"アスナロ",19.6,19.6,NA,NA,39686,41510,"nWA931",0,0,0,0,0,0
90,60,"675","675",8.5,7.6,"アスナロ",38.5,39.5,NA,NA,39686,41510,"nWA928",0,0,0,0,0,0
90,60,"410","410",3.2,7.7,"ヒノキ",162.5,164.2,"周囲159.0cm(測位290cm)",NA,39686,41510,"nWA936",0,0,0,0,0,0
90,60,"678","678",9.6,8.7,"アスナロ",21.6,20,"傾く","G08測定ミス",39686,41510,"nWA929",0,0,0,0,1,0
90,60,"413","412",2.6,9.3,"シロモジ",20.8,21.7,NA,NA,39686,41510,"nWA932",0,0,0,0,0,0
90,60,"413","413",2.6,9.3,"シロモジ",21.6,21.8,"H558",NA,39686,41510,"nWA934",0,0,0,0,0,0
90,60,"413","YJ436",2.6,9.3,"シロモジ",19,19.1,NA,NA,39686,41510,"nWA933",0,0,0,0,0,0
90,60,"413","YJ437",2.6,9.3,"シロモジ",20.2,NA,NA,"立枯",39686,41510,"",0,1,0,0,0,0
90,60,"680","680",7.3,9.5,"アスナロ",39,41.3,NA,NA,39686,41510,"nWA900",0,0,0,0,0,0
90,60,"681","681",7.9,9.7,"アスナロ",26.1,26,NA,NA,39686,41510,"nWA901",0,0,0,0,0,0
90,70,"J435","YJ435",6.3,0,"ホオノキ",24.6,27,NA,NA,39686,41510,"nWA904",0,0,0,0,0,0
90,70,"682","682",7.8,1.5,"シロモジ",21.2,NA,NA,"立枯",39686,41510,"",0,1,0,0,0,0
90,70,"682","683",7.8,1.5,"シロモジ",20.4,NA,NA,"立枯",39686,41510,"",0,1,0,0,0,0
90,70,"wG703","WG703",2.9,2.4,"アスナロ",21.6,22.1,NA,NA,39686,41510,"nWA902",0,0,0,0,0,0
90,70,"685","685",7.6,2.8,"アスナロ",22.3,22.5,NA,NA,39686,41510,"nWA903",0,0,0,0,0,0
90,70,"416","416",4.7,3.2,"アスナロ",30.3,30.8,NA,NA,39686,41510,"nWA907",0,0,0,0,0,0
90,70,"686","686",6.6,3.3,"アスナロ",33.7,34,NA,NA,39686,41510,"nWA905",0,0,0,0,0,0
90,70,"415","415",4.3,3.4,"アスナロ",43,45.3,NA,NA,39686,41510,"nWA906",0,0,0,0,0,0
90,70,"wG758","WG758",9,3.7,"ヒノキ",294.8,297.9,NA,"山側から測定",39686,41510,"nWA909",0,0,0,0,0,0
90,70,"417","417",5.4,3.9,"サワラ",253.1,254,NA,NA,39686,41510,"nWA908",0,0,0,0,0,0
90,70,"691","691",9.8,6.2,"アスナロ",23.6,23.5,"曲がる","G08測定ミス",39686,41510,"nWA910",0,0,0,0,1,0
90,70,"692","692",6.9,6.8,"アスナロ",73.2,73.7,NA,NA,39686,41510,"nWA911",0,0,0,0,0,0
90,70,"694","694",6.8,8.9,"アスナロ",15.2,15.4,NA,NA,39686,41510,"nWA912",0,0,-1,-1,0,0
90,80,"734","734",9.2,0.2,"アスナロ",18.9,19,NA,NA,39686,41510,"nWA894",0,0,0,0,0,0
90,80,"455","455",0.7,4,"ヒノキ",284.5,285.9,NA,NA,39686,41510,"nWA895",0,0,0,0,0,0
90,80,"456","456",1.2,5.2,"アスナロ",35.7,36.5,NA,NA,39686,41510,"nWA897",0,0,0,0,0,0
90,80,"457","457",2.1,5.7,"ヒノキ",184.9,184.9,NA,"G08過大",39686,41510,"nWA896",0,0,0,0,1,0
90,80,"wG761","WG761",9.9,6.6,"アオハダ",32.2,34,NA,NA,39686,41510,"nWA898",0,0,0,0,0,0
90,80,"B369","YB369",3.5,7,"マルバノキ",15.7,NA,NA,"立枯",39686,41510,"",0,1,0,0,0,0
90,80,"wG762","WG762",7.6,7.9,"サワラ",31.5,31.4,NA,NA,39686,41510,"nWA899",0,0,0,0,0,0
90,90,"458","458",0.8,0.7,"サワラ",40.9,40.3,NA,"G08測定ミス",39686,41510,"nWA892",0,0,0,0,1,0
90,90,"742","742",6.5,0.8,"シロモジ",18.2,NA,NA,"立枯",39686,41510,"",0,1,0,0,0,0
90,90,"740","740",7.5,1,"アスナロ",44.3,46.1,NA,NA,39686,41510,"nWA732",0,0,0,0,0,0
90,90,"wG763","WG763",7.4,1.7,"ホオノキ",44.6,44.2,NA,"G08過大",39686,41510,"nWA733",0,0,0,0,1,0
90,90,"YF714","YF714",7.7,5.1,"シロモジ",17.4,NA,NA,"立枯",39686,41510,"",0,1,0,0,0,0
90,90,"YF714","YF715",7.7,5.1,"シロモジ",15.9,17.1,NA,NA,39686,41510,"nWA734",0,0,0,0,0,0
90,90,"748","748",8.7,6.5,"アスナロ",27.7,29.1,NA,NA,39686,41510,"nWA735",0,0,0,0,0,0
90,90,"749","749",9.3,7.1,"ホオノキ",20.8,20.7,"二又",NA,39686,41510,"nWA891",0,0,0,0,0,0
90,90,"749","750",9.3,7.1,"ホオノキ",19.3,NA,"二又","立枯",39686,41510,"",0,1,0,0,0,0
90,90,"751","751",9.6,7.6,"アスナロ",17.3,NA,NA,"立枯",39686,41510,"",0,1,0,0,0,0
90,90,"462","462",1.6,9.7,"アスナロ",20.9,20.4,NA,"寝る，枯れかけ",39686,41510,"nWA893",0,0,0,0,0,0
0,0,"WA11","nWA11",7.9,0,"シロモジ",NA,17.5,NA,NA,NA,41508,"nWA11",0,0,-1,1,0,0
0,40,"WA47","nWA47",8.4,2.6,"アスナロ",NA,15.4,NA,NA,NA,41508,"nWA47",0,0,-1,-1,0,0
0,90,"79","nWA106",3.4,6.2,"シロモジ",NA,15.4,NA,"79と同株，傾く",NA,41508,"nWA106",0,0,-1,-1,0,0
20,50,"WA240","nWA240",7.4,7.3,"アスナロ",NA,15.2,NA,NA,NA,41508,"nWA240",0,0,-1,-1,0,0
30,70,"WA343","nWA343",7,5,"アスナロ",NA,15.3,NA,"傾く",NA,41509,"nWA343",0,0,-1,-1,0,0
30,70,"WA355","nWA355",9.7,8.6,"アスナロ",NA,16.2,NA,NA,NA,41509,"nWA355",0,0,-1,1,0,0
90,70,"WA932","nWA935",2.5,9.3,"シロモジ",NA,15.2,NA,"WA932と同株",NA,41510,"nWA935",0,0,-1,-1,0,0
40,60,"237","nWA443",8,6.8,"マルバノキ",NA,16.8,NA,NA,NA,41509,"nWA443",0,0,-1,1,0,0
40,80,"WA451","nWA451",6.8,3.4,"サワラ",NA,16.3,NA,NA,NA,41509,"nWA451",0,0,-1,1,0,0
40,80,"WA471","nWA471",6.3,9.2,"アスナロ",NA,15,NA,"傾く",NA,41509,"nWA471",0,0,-1,-1,0,0
20,60,"WA249","nWA249",0,0.3,"ホオノキ",NA,16,NA,NA,NA,41509,"nWA249",0,0,-1,1,0,0
20,90,"WA286","nWA286",7.5,6.4,"ヒノキ",NA,17.1,NA,"PB653付",NA,41509,"nWA286",0,0,-1,1,0,0
50,20,"WA485","nWA485",3.5,4.3,"シロモジ",NA,17.1,NA,NA,NA,41509,"nWA485",0,0,-1,1,0,0
70,10,"WA641","nWA641",1.2,9,"サワラ",NA,15.5,NA,NA,NA,41509,"nWA641",0,0,-1,-1,0,0
80,20,"WA762","nWA762",5.2,5,"アスナロ",NA,16.1,NA,NA,NA,41509,"nWA762",0,0,-1,1,0,0
