#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,高嶋敦史,,,,,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Yakushima-sugirin (YS-EC1).,,,,,,,,,,,,,,,
#,SITE NAME,サイト名,屋久島スギ林(天文の森),,,,,,,,,,,,,,,
#,PLOT NAME,調査地名,-,,,,,,,,,,,,,,,
#,PLOT CODE,調査区コード,YS-EC1,,,,,,,,,,,,,,,
#,PLOT SIZE,面積,1ha,,,,,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,,,
#/note,,"基準XYは２０ｍごとの２０ｍ方形区の座標で、幹のX,Yはそれぞれの基準XYからの幹の根元位置の座標です。->10m meshに",,,,,,,,,,,,,,,,
#,20080702,データ成形（石原正恵）、メッシュ記号の行は削除した,,,,,,,,,,,,,,,,
#,20080710,tag_no=W44 種名空欄-->サクラツツジへ。おそらく（石原・新山）,,,,,,,,,,,,,,,,
#,20090919,tag_no= F92とW157は樹種が異なるのに同じindv_no-->別個体へ（石原）,,,,,,,,,,,,,,,,
#,,W157のnote07に「F92と162007同株（4個体同株）」とあり、位置も同じなので、F92と162007は同株、W156とW157が同株に修正（石原）,,,,,,,,,,,,,,,,
#,20100810,"mesh,stemのXY座標を10m-meshに変換、originalを別の列に残す(鈴木）",,,,,,,,,,,,,,,,
#,20101116,E369はmesh内座標がnaのため、10m-meshはとりあえずひとつ上のデータと同じにした,,,,,,,,,,,,,,,,
#,,tag=W123重複-> -1 -2をつけた,,,,,,,,,,,,,,,,
#,20130208,データチェック（佐伯）,,,,,,,,,,,,,,,,
#,,*　（アスタリスク）をNCのデータ整理上、ndとする。,,,,,,,,,,,,,,,,
#,,tag_no=R59が重複。片方をR59-2とする。,,,,,,,,,,,,,,,,
#,20130301,"tag_no=60029, 60039, 20041, 90022, 120001, 100021, 100037, 110016, 130005, 182004, 150034, 180011, R168は、前回測定値とやや値が異なるので、次回調査時に再度確認されたい。（佐伯）",,,,,,,,,,,,,,,,
#,20171111,データ確認（日野貴文）,,,,,,,,,,,,,,,,
#,,gbhのセルに大文字のNA→モニ1000フォーマットに従い小文字のnaに,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh07","gbh12","note07","note12","s_date07","s_date12","mesh_xcord_original","mesh_ycord_original","stem_xcord_original","stem_ycord_original","tag_no_2012","indv_no_2012","dl07","dl12","rec07","rec12","error07","error12"
"10","70","200038","200039","3.4 ","6.7 ","サクラツツジ",23,25.7,NA,NA,"20070916",20120905,0,60,"13.4 ","16.7 ","200038","200039",0,0,0,0,0,0
"10","70","200039","200039","3.4 ","6.7 ","サクラツツジ",34.1,34.3,NA,NA,"20070916",20120905,0,60,"13.4 ","16.7 ","200039","200039",0,0,0,0,0,0
"10","70","200040","200039","3.4 ","6.7 ","サクラツツジ",26.2,29.7,NA,NA,"20070916",20120905,0,60,"13.4 ","16.7 ","200040","200039",0,0,0,0,0,0
"10","70","200041","200039","3.4 ","6.7 ","サクラツツジ",32.5,31.2,NA,"プレート外れた","20070916",20120905,0,60,"13.4 ","16.7 ","200041","200039",0,0,0,0,0,0
"10","70","200042","200042","3.0 ","5.0 ","ヤマグルマ",188.3,188,NA,NA,"20070916",20120905,0,60,"13.0 ","15.0 ","200042","200042",0,0,0,0,0,0
"10","60","202001","202001","7.0 ","0.5 ","シキミ",15.2,14.8,NA,"GBH<15cm，Y座標訂正","20070916",20120905,0,60,"17.0 ","0.5 ","202001","202001",0,0,-1,-1,0,0
"0","60","202002","202002","3.3 ","0.5 ","シキミ",22,24.9,NA,"Y座標訂正","20070916",20120905,0,60,"3.3 ","0.5 ","202002","202002",0,0,0,0,0,0
"10","60","202004","200024","6.0 ","10.0 ","ハイノキ",19.8,NA,NA,NA,"20070916",20120905,0,60,"16.0 ","10.0 ","202004","200024",0,1,0,0,0,0
"10","70","202005","202005","1.0 ","7.0 ","ハイノキ",22,NA,NA,NA,"20070916",20120905,0,60,"11.0 ","17.0 ","202005","202005",0,1,0,0,0,0
"0","70","202007","202007","3.3 ","8.0 ","ハイノキ",16.7,17.1,NA,NA,"20070916",20120905,0,60,"3.3 ","18.0 ","202007","202007",0,0,0,0,0,0
"0","60","202010","202010","4.9 ","5.7 ","シキミ",15.9,18.8,NA,NA,"20070916",20120905,0,60,"4.9 ","5.7 ","202010","202010",0,0,0,0,0,0
"0","60","D52切株上","D52切株上","1.0 ","0.5 ","ヤマグルマ",72,36.7,"直接測定不能","D52切株上，タグなくピンクテープ付け","20070916",20120905,0,60,"1.0 ","0.5 ","D52切株上","D52切株上",0,0,0,0,0,0
"0","60","D67","D67","3.3 ","2.5 ","サクラツツジ",36.8,39,NA,NA,"20070916",20120905,0,60,"3.3 ","2.5 ","D67","D67",0,0,0,0,0,0
"0","60","R113","R164","2.5 ","6.0 ","ハイノキ",18.2,23.4,NA,NA,"20070916",20120905,0,60,"2.5 ","6.0 ","R113","R164",0,0,0,0,0,0
"10","60","R128","R128","2.0 ","6.0 ","シキミ",15.4,18.4,NA,NA,"20070916",20120905,0,60,"12.0 ","6.0 ","R128","R128",0,0,-1,1,0,0
"0","70","R141","R141","5.5 ","3.0 ","ハイノキ",16.8,NA,NA,NA,"20070916",20120905,0,60,"5.5 ","13.0 ","R141","R141",0,1,0,0,0,0
"0","70","R142","R142","10.0 ","8.5 ","ハイノキ",16.9,17.3,NA,NA,"20070916",20120905,0,60,"10.0 ","18.5 ","R142","R142",0,0,0,0,0,0
"0","60","R164","R164","2.5 ","6.0 ","ハイノキ",18.9,NA,NA,NA,"20070916",20120905,0,60,"2.5 ","6.0 ","R164","R164",0,1,0,0,0,0
"0","70","R165","R165","3.0 ","8.5 ","サカキ",33.5,NA,NA,NA,"20070916",20120905,0,60,"3.0 ","18.5 ","R165","R165",0,1,0,0,0,0
"0","60","W122","W122","8.0 ","7.0 ","ハイノキ",16.8,16.8,"斜め",NA,"20070916",20120905,0,60,"8.0 ","7.0 ","W122","W122",0,0,0,0,0,0
"0","60","Rec20-317","Rec20-317","4.7 ","9.3 ","ハイノキ",NA,16.7,NA,NA,NA,20120905,0,60,"4.7 ","9.3 ","Rec20-317","Rec20-317",0,0,-1,1,0,0
"10","60","Rec20-384","Rec20-384","8.0 ","9.8 ","ヤマグルマ",NA,18.7,NA,NA,NA,20120905,0,60,"18.0 ","9.8 ","Rec20-384","Rec20-384",0,0,-1,1,0,0
"10","60","Rec20-385","Rec20-385","8.0 ","9.8 ","ヤマグルマ",NA,17.5,NA,NA,NA,20120905,0,60,"18.0 ","9.8 ","Rec20-385","Rec20-385",0,0,-1,1,0,0
"0","70","Rec20-389","Rec20-389","6.5 ","9.3 ","ハイノキ",NA,17.6,NA,NA,NA,20120905,0,60,"6.5 ","19.3 ","Rec20-389","Rec20-389",0,0,-1,1,0,0
"10","70","Rec20-392","Rec20-392","6.0 ","9.0 ","サクラツツジ",NA,19.3,NA,NA,NA,20120905,0,60,"16.0 ","19.0 ","Rec20-392","Rec20-392",0,0,-1,1,0,0
"0","80","210008","210008","4.0 ","10.0 ","シキミ",81.5,NA,NA,NA,"20070916",20120905,0,80,"4.0 ","10.0 ","210008","210008",0,1,0,0,0,0
"0","80","210009","210008","4.0 ","10.0 ","シキミ",45.7,45.8,NA,NA,"20070916",20120905,0,80,"4.0 ","10.0 ","210009","210008",0,0,0,0,0,0
"0","80","210012","210012","8.0 ","6.0 ","サクラツツジ",39.5,NA,NA,"発見できず","20070916",20120905,0,80,"8.0 ","6.0 ","210012","210012",0,1,0,0,0,0
"0","80","210013","210013","8.0 ","1.8 ","スギ",304.8,277,"プレート下で測定","測定位置変更：プレートの60cm上に","20070916",20120905,0,80,"8.0 ","1.8 ","210013","210013",0,0,0,0,0,0
"0","80","210014","210014","9.0 ","2.0 ","ヤマグルマ",NA,133,"測定せず","コケ込み","20070916",20120905,0,80,"9.0 ","2.0 ","210014","210014",0,0,0,0,1,0
"0","80","210015","210015","9.0 ","2.0 ","ヤマグルマ",NA,124.6,"測定せず",NA,"20070916",20120905,0,80,"9.0 ","2.0 ","210015","210015",0,0,0,0,1,0
"10","80","210016","210016","2.0 ","2.3 ","シキミ",28.3,29,NA,NA,"20070916",20120905,0,80,"12.0 ","2.3 ","210016","210016",0,0,0,0,0,0
"10","80","210017","210017","2.0 ","4.7 ","ウラジロガシ",137.8,136.5,NA,"樹種訂正","20070916",20120905,0,80,"12.0 ","4.7 ","210017","210017",0,0,0,0,0,0
"10","80","210019","210019","6.0 ","3.6 ","サクラツツジ",41.9,41.5,NA,"倒","20070916",20120905,0,80,"16.0 ","3.6 ","210019","210019",0,0,0,0,0,0
"10","80","210024","210024","1.0 ","9.5 ","サクラツツジ",26,29.6,NA,NA,"20070916",20120905,0,80,"11.0 ","9.5 ","210024","210024",0,0,0,0,0,0
"0","80","210025","210025","9.0 ","10.0 ","サザンカ",23.2,25.5,NA,NA,"20070916",20120905,0,80,"9.0 ","10.0 ","210025","210025",0,0,0,0,0,0
"0","80","210027","210027","8.7 ","10.0 ","シキミ",29.9,32,NA,NA,"20070916",20120905,0,80,"8.7 ","10.0 ","210027","210027",0,0,0,0,0,0
"0","90","210028","210028","10.0 ","1.0 ","サカキ",31.5,30.9,NA,NA,"20070916",20120905,0,80,"10.0 ","11.0 ","210028","210028",0,0,0,0,0,0
"0","90","210029","210029","9.5 ","3.0 ","サカキ",53.4,54.3,"斜め",NA,"20070916",20120905,0,80,"9.5 ","13.0 ","210029","210029",0,0,0,0,0,0
"0","90","210030","210030","9.0 ","2.0 ","シキミ",NA,26.1,"測定漏れ",NA,"20070916",20120905,0,80,"9.0 ","12.0 ","210030","210030",0,0,0,0,1,0
"0","90","210032","210032","5.0 ","0.1 ","ヒメシャラ",234.4,234,NA,NA,"20070916",20120905,0,80,"5.0 ","10.1 ","210032","210032",0,0,0,0,0,0
"0","90","210033","210033","5.3 ","1.0 ","シキミ",29.4,30.9,NA,NA,"20070916",20120905,0,80,"5.3 ","11.0 ","210033","210033",0,0,0,0,0,0
"0","90","210041","210041","7.0 ","8.0 ","サカキ",61.5,60.6,NA,NA,"20070916",20120905,0,80,"7.0 ","18.0 ","210041","210041",0,0,0,0,0,0
"0","90","210045","210045","9.0 ","9.0 ","ツガ",322.5,325.5,NA,NA,"20070916",20120905,0,80,"9.0 ","19.0 ","210045","210045",0,0,0,0,0,0
"10","90","210048","210048","3.3 ","9.0 ","サクラツツジ",44.4,45,NA,NA,"20070916",20120905,0,80,"13.3 ","19.0 ","210048","210048",0,0,0,0,0,0
"10","90","210049","210051","3.3 ","9.0 ","サクラツツジ",32,30.9,NA,NA,"20070916",20120905,0,80,"13.3 ","19.0 ","210049","210051",0,0,0,0,0,0
"10","90","210050","210051","3.3 ","9.0 ","サクラツツジ",41.5,41.5,NA,NA,"20070916",20120905,0,80,"13.3 ","19.0 ","210050","210051",0,0,0,0,0,0
"10","90","210051","210051","3.3 ","9.0 ","サクラツツジ",50.3,50.5,NA,NA,"20070916",20120905,0,80,"13.3 ","19.0 ","210051","210051",0,0,0,0,0,0
"10","90","210052","210051","3.3 ","9.0 ","サクラツツジ",35.3,36.7,NA,NA,"20070916",20120905,0,80,"13.3 ","19.0 ","210052","210051",0,0,0,0,0,0
"10","90","210054","210054","8.0 ","9.0 ","スギ",281.5,283,NA,NA,"20070916",20120905,0,80,"18.0 ","19.0 ","210054","210054",0,0,0,0,0,0
"10","90","210055","210055","9.0 ","6.0 ","サクラツツジ",41.6,42,"R159, W124","倒，プレートなし","20070916",20120905,0,80,"19.0 ","16.0 ","210055","210055",0,0,0,0,0,0
"10","80","212001","212001","3.0 ","1.8 ","ハイノキ",NA,16.5,"測定漏れ",NA,"20070916",20120905,0,80,"13.0 ","1.8 ","212001","212001",0,0,0,0,1,0
"0","80","212002","212002","4.5 ","4.0 ","ハイノキ",13.7,16.8,"GBH<15cm",NA,"20070916",20120905,0,80,"4.5 ","4.0 ","212002","212002",0,0,-1,1,0,0
"0","80","212003","212003","1.1 ","10.0 ","ハイノキ",18.5,19.5,NA,NA,"20070916",20120905,0,80,"1.1 ","10.0 ","212003","212003",0,0,0,0,0,0
"0","80","212004","212004","2.5 ","9.4 ","シキミ",20.9,22.3,NA,NA,"20070916",20120905,0,80,"2.5 ","9.4 ","212004","212004",0,0,0,0,0,0
"0","80","212005","212005","2.6 ","9.4 ","シキミ",14.8,18,"GBH<15cm",NA,"20070916",20120905,0,80,"2.6 ","9.4 ","212005","212005",0,0,-1,1,0,0
"0","90","212006","212006","2.6 ","3.5 ","シキミ",18.8,21.3,NA,NA,"20070916",20120905,0,80,"2.6 ","13.5 ","212006","212006",0,0,0,0,0,0
"0","90","212007","212007","2.5 ","4.0 ","シキミ",25.8,29.2,NA,NA,"20070916",20120905,0,80,"2.5 ","14.0 ","212007","212007",0,0,0,0,0,0
"0","90","212008","212008","7.0 ","4.0 ","ハイノキ",16,19.5,NA,NA,"20070916",20120905,0,80,"7.0 ","14.0 ","212008","212008",0,0,0,0,0,0
"0","80","212011","212011","10.0 ","10.0 ","ハイノキ",15.6,17,NA,NA,"20070916",20120905,0,80,"10.0 ","10.0 ","212011","212011",0,0,-1,1,0,0
"10","80","212012","212012","3.0 ","7.0 ","ハイノキ",15.7,16.8,NA,NA,"20070916",20120905,0,80,"13.0 ","7.0 ","212012","212012",0,0,0,0,0,0
"10","80","212013","212013","7.0 ","3.0 ","ハイノキ",18.8,NA,NA,NA,"20070916",20120905,0,80,"17.0 ","3.0 ","212013","212013",0,1,0,0,0,0
"10","80","212015","212015","6.3 ","3.0 ","ハイノキ",15.8,NA,NA,NA,"20070916",20120905,0,80,"16.3 ","3.0 ","212015","212015",0,1,0,0,0,0
"0","80","212019","212019","6.0 ","9.8 ","サカキ",31.3,34.1,NA,NA,"20070916",20120905,0,80,"6.0 ","9.8 ","212019","212019",0,0,0,0,0,0
"0","80","D395","D395","4.8 ","8.8 ","ハイノキ",19,20,NA,NA,"20070916",20120905,0,80,"4.8 ","8.8 ","D395","D395",0,0,0,0,0,0
"0","80","D61","D61","9.8 ","9.8 ","シキミ",28.8,30,NA,NA,"20070916",20120905,0,80,"9.8 ","9.8 ","D61","D61",0,0,0,0,0,0
"0","80","D65","D65","0.8 ","9.0 ","シキミ",32.2,30.7,NA,NA,"20070916",20120905,0,80,"0.8 ","9.0 ","D65","D65",0,0,0,0,0,0
"10","90","R124","210043","9.6 ","8.0 ","シキミ",66.5,68.3,NA,"先折，X座標訂正","20070916",20120905,0,80,"19.6 ","18.0 ","R124","210043",0,0,0,0,0,0
"0","90","R130","R130","10.0 ","8.0 ","ハイノキ",18.8,NA,NA,NA,"20070916",20120905,0,80,"10.0 ","18.0 ","R130","R130",0,1,0,0,0,0
"0","80","R143","R143","10.0 ","1.0 ","サクラツツジ",40.6,41.5,NA,NA,"20070916",20120905,0,80,"10.0 ","1.0 ","R143","R143",0,0,0,0,0,0
"0","80","R144","R144","10.0 ","0.5 ","ハイノキ",15.8,17,NA,NA,"20070916",20120905,0,80,"10.0 ","0.5 ","R144","R144",0,0,0,0,0,0
"0","80","R145","R145","9.0 ","2.5 ","ハイノキ",15.2,15.2,NA,NA,"20070916",20120905,0,80,"9.0 ","2.5 ","R145","R145",0,0,-1,-1,0,0
"10","80","R146","R146","1.0 ","6.0 ","シロダモ",19.7,23,NA,"葉が小さい","20070916",20120905,0,80,"11.0 ","6.0 ","R146","R146",0,0,0,0,0,0
"10","80","R147","R147","0.5 ","6.0 ","ハイノキ",15.5,NA,NA,NA,"20070916",20120905,0,80,"10.5 ","6.0 ","R147","R147",0,1,-1,-1,0,0
"0","80","R149","R149","8.5 ","7.0 ","シキミ",44.7,46.4,NA,"倒，先枯","20070916",20120905,0,80,"8.5 ","7.0 ","R149","R149",0,0,0,0,0,0
"0","80","R150","R150","8.0 ","7.5 ","ハイノキ",16.4,16.7,NA,NA,"20070916",20120905,0,80,"8.0 ","7.5 ","R150","R150",0,0,0,0,0,0
"0","80","R151","R151","8.0 ","7.5 ","ハイノキ",15.3,16.5,NA,NA,"20070916",20120905,0,80,"8.0 ","7.5 ","R151","R151",0,0,-1,1,0,0
"0","80","R152","210035","5.0 ","9.8 ","シキミ",67.5,68.7,NA,NA,"20070916",20120905,0,80,"5.0 ","9.8 ","R152","210035",0,0,0,0,0,0
"0","80","R153","R153","2.5 ","9.5 ","サカキ",49.8,NA,NA,"倒木","20070916",20120905,0,80,"2.5 ","9.5 ","R153","R153",0,1,0,0,0,0
"0","90","R158","210038","0.0 ","4.0 ","サカキ",55.6,55.8,NA,NA,"20070916",20120905,0,80,"0.0 ","14.0 ","R158","210038",0,0,0,0,0,0
"10","90","R159","210055","8.0 ","7.0 ","サクラツツジ",41.6,NA,NA,"発見できず","20070916",20120905,0,80,"18.0 ","17.0 ","R159","210055",0,1,0,0,0,0
"0","80","R160","R160","5.0 ","10.0 ","シキミ",20.3,20.2,NA,NA,"20070916",20120905,0,80,"5.0 ","10.0 ","R160","R160",0,0,0,0,0,0
"10","90","R161","R161","4.0 ","7.0 ","ハイノキ",18.3,20.4,NA,NA,"20070916",20120905,0,80,"14.0 ","17.0 ","R161","R161",0,0,0,0,0,0
"10","80","R162","R162","3.0 ","4.0 ","シキミ",15.7,NA,NA,"倒木","20070916",20120905,0,80,"13.0 ","4.0 ","R162","R162",0,1,0,0,0,0
"0","80","R166","R166","0.5 ","1.0 ","ハイノキ",15.5,17,"R167と同株",NA,"20070916",20120905,0,80,"0.5 ","1.0 ","R166","R166",0,0,-1,1,0,0
"0","80","R167","R166","0.5 ","1.0 ","ハイノキ",14.4,17,"GBH<15cm，R166と同株",NA,"20070916",20120905,0,80,"0.5 ","1.0 ","R167","R166",0,0,-1,1,0,0
"10","80","R168","R168","10.0 ","5.0 ","サクラツツジ",56.1,50,NA,NA,"20070916",20120905,0,80,"20.0 ","5.0 ","R168","R168",0,0,0,0,0,0
"10","80","R169","R169","10.0 ","4.0 ","ユズリハ",22,27.4,NA,NA,"20070916",20120905,0,80,"20.0 ","4.0 ","R169","R169",0,0,0,0,0,0
"10","90","R170","R170","8.0 ","8.0 ","ハイノキ",17.2,18.5,NA,NA,"20070916",20120905,0,80,"18.0 ","18.0 ","R170","R170",0,0,0,0,0,0
"0","80","R171","210026","10.0 ","9.8 ","シキミ",29.7,31.5,NA,"倒","20070916",20120905,0,80,"10.0 ","9.8 ","R171","210026",0,0,0,0,0,0
"0","80","R172","212011 ","10.0 ","10.0 ","ハイノキ",18,18.5,NA,NA,"20070916",20120905,0,80,"10.0 ","10.0 ","R172","212011",0,0,0,0,0,0
"0","80","R173","R173","10.0 ","10.0 ","リョウブ",33.6,31.3,NA,NA,"20070916",20120905,0,80,"10.0 ","10.0 ","R173","R173",0,0,0,0,0,0
"0","90","R174","R174","8.0 ","4.0 ","ハイノキ",17.2,20.8,NA,NA,"20070916",20120905,0,80,"8.0 ","14.0 ","R174","R174",0,0,0,0,0,0
"0","90","R175","R175","3.0 ","6.0 ","シキミ",17.7,20.2,NA,NA,"20070916",20120905,0,80,"3.0 ","16.0 ","R175","R175",0,0,0,0,0,0
"0","90","R176","R176","1.0 ","6.0 ","ハイノキ",15.4,18,NA,NA,"20070916",20120905,0,80,"1.0 ","16.0 ","R176","R176",0,0,-1,1,0,0
"0","90","R179","R179","0.0 ","5.0 ","シキミ",15.8,19.5,NA,NA,"20070916",20120905,0,80,"0.0 ","15.0 ","R179","R179",0,0,0,0,0,0
"0","90","R180","R180","7.0 ","9.0 ","ハイノキ",16.2,18.5,NA,NA,"20070916",20120905,0,80,"7.0 ","19.0 ","R180","R180",0,0,0,0,0,0
"10","80","W123","W123","3.0 ","10.0 ","ハイノキ",15.2,16.5,NA,NA,"20070916",20120905,0,80,"13.0 ","10.0 ","W123","W123",0,0,-1,1,0,0
NA,NA,"D49","D49",NA,NA,"サクラツツジ",NA,40.4,"測定漏れ","210045の根元","20070916",20120905,0,80,NA,NA,"D49","D49",0,0,0,0,1,0
NA,NA,"D124","D124",NA,NA,"サクラツツジ",NA,43.4,"測定漏れ",NA,"20070916",20120905,0,80,NA,NA,"D124","D124",0,0,0,0,1,0
"10","80","Rec20-318","Rec20-318","8.0 ","1.0 ","シキミ",NA,15,NA,"21BLK？",NA,20120905,0,80,"18.0 ","1.0 ","Rec20-318","Rec20-318",0,0,-1,-1,0,0
"0","90","Rec21-327","Rec21-327","0.0 ","10.0 ","ハイノキ",NA,16.1,NA,NA,NA,20120905,0,80,"0.0 ","20.0 ","Rec21-327","Rec21-327",0,0,-1,1,0,0
"0","90","Rec21-328","Rec21-328","4.5 ","6.5 ","ハイノキ",NA,16.3,NA,NA,NA,20120905,0,80,"4.5 ","16.5 ","Rec21-328","Rec21-328",0,0,-1,1,0,0
"10","80","Rec21-360","Rec21-360","8.0 ","2.0 ","ハイノキ",NA,15,NA,NA,NA,20120905,0,80,"18.0 ","2.0 ","Rec21-360","Rec21-360",0,0,-1,-1,0,0
"10","90","Rec21-393","Rec21-393","2.3 ","9.0 ","ハイノキ",NA,15,NA,NA,NA,20120905,0,80,"12.3 ","19.0 ","Rec21-393","Rec21-393",0,0,-1,-1,0,0
"10","90","Rec21-394","Rec21-394","2.0 ","8.0 ","ハイノキ",NA,16.7,NA,NA,NA,20120905,0,80,"12.0 ","18.0 ","Rec21-394","Rec21-394",0,0,-1,1,0,0
"10","90","Rec21-396","Rec21-396","2.0 ","1.0 ","ハイノキ",NA,15.1,NA,NA,NA,20120905,0,80,"12.0 ","11.0 ","Rec21-396","Rec21-396",0,0,-1,-1,0,0
"0","90","Rec21-398","Rec21-398","8.5 ","4.0 ","ハイノキ",NA,17,NA,NA,NA,20120905,0,80,"8.5 ","14.0 ","Rec21-398","Rec21-398",0,0,-1,1,0,0
"10","80","Rec21-399","Rec21-399","3.0 ","9.0 ","シキミ",NA,19.5,NA,NA,NA,20120905,0,80,"13.0 ","9.0 ","Rec21-399","Rec21-399",0,0,-1,1,0,0
"10","90","Rec21-403","Rec21-403","2.5 ","1.0 ","ハイノキ",NA,15.8,NA,NA,NA,20120905,0,80,"12.5 ","11.0 ","Rec21-403","Rec21-403",0,0,-1,1,0,0
"20","80","220001","220001","4.5 ","7.5 ","モミ",461,461.4,NA,NA,"20070916",20120905,20,80,"4.5 ","7.5 ","220001","220001",0,0,0,0,0,0
"20","90","220003","220003","4.5 ","6.5 ","サザンカ",40.9,42,NA,"XY座標訂正","20070916",20120905,20,80,"4.5 ","16.5 ","220003","220003",0,0,0,0,0,0
"20","80","220007","220007","8.0 ","7.0 ","ハイノキ",23.5,25.2,NA,NA,"20070916",20120905,20,80,"8.0 ","7.0 ","220007","220007",0,0,0,0,0,0
"20","80","220009","220009","7.5 ","8.5 ","リンゴツバキ",60.8,34.4,NA,"幹割の上でG計測，プレートなし","20070916",20120905,20,80,"7.5 ","8.5 ","220009","220009",0,0,0,0,0,0
"30","80","220010","220010","5.0 ","8.0 ","サクラツツジ",49.8,48.6,NA,NA,"20070916",20120905,20,80,"15.0 ","8.0 ","220010","220010",0,0,0,0,0,0
"30","80","220011","220010","5.0 ","8.0 ","サクラツツジ",43.7,42.6,NA,NA,"20070916",20120905,20,80,"15.0 ","8.0 ","220011","220010",0,0,0,0,0,0
"30","80","220012","220010","5.0 ","8.0 ","サクラツツジ",43.8,43,NA,NA,"20070916",20120905,20,80,"15.0 ","8.0 ","220012","220010",0,0,0,0,0,0
"30","80","220013","220013","6.0 ","5.0 ","サクラツツジ",60,NA,NA,NA,"20070916",20120905,20,80,"16.0 ","5.0 ","220013","220013",0,1,0,0,0,0
"30","80","220014","220014","4.5 ","5.5 ","サクラツツジ",50.8,49.9,NA,NA,"20070916",20120905,20,80,"14.5 ","5.5 ","220014","220014",0,0,0,0,0,0
"30","80","220016","220016","3.5 ","4.5 ","サクラツツジ",62,63.1,NA,"倒，R70と同一，旧805プレート付","20070916",20120905,20,80,"13.5 ","4.5 ","220016","220016",0,0,0,0,0,0
"30","80","220018","220018","3.5 ","5.0 ","ツガ",343.2,337,NA,NA,"20070916",20120905,20,80,"13.5 ","5.0 ","220018","220018",0,0,0,0,0,0
"30","80","220019","220019","1.0 ","6.0 ","ヤマグルマ",93.1,93,NA,NA,"20070916",20120905,20,80,"11.0 ","6.0 ","220019","220019",0,0,0,0,0,0
"30","80","220020","220020","1.0 ","6.0 ","サクラツツジ",36.3,38,NA,NA,"20070916",20120905,20,80,"11.0 ","6.0 ","220020","220020",0,0,0,0,0,0
"20","80","220022","220022","7.0 ","7.0 ","シキミ",57.8,57.5,NA,NA,"20070916",20120905,20,80,"7.0 ","7.0 ","220022","220022",0,0,0,0,0,0
"20","80","220023","220022","7.0 ","7.0 ","シキミ",42.3,43.3,NA,NA,"20070916",20120905,20,80,"7.0 ","7.0 ","220023","220022",0,0,0,0,0,0
"20","80","220024","220024","7.5 ","4.0 ","サクラツツジ",37.5,39.9,NA,"樹種訂正，倒","20070916",20120905,20,80,"7.5 ","4.0 ","220024","220024",0,0,0,0,0,0
"20","70","220027","220027","4.0 ","10.0 ","シキミ",43.6,46,NA,NA,"20070916",20120905,20,80,"4.0 ","0.0 ","220027","220027",0,0,0,0,0,0
"30","80","220030","220030","3.0 ","10.0 ","サクラツツジ",30.8,32,NA,NA,"20070916",20120905,20,80,"13.0 ","10.0 ","220030","220030",0,0,0,0,0,0
"30","80","220031","220031","4.0 ","9.5 ","スギ",131.4,134.7,NA,NA,"20070916",20120905,20,80,"14.0 ","9.5 ","220031","220031",0,0,0,0,0,0
"30","90","220035","220035","1.0 ","6.5 ","サクラツツジ",35.4,39.2,NA,NA,"20070916",20120905,20,80,"11.0 ","16.5 ","220035","220035",0,0,0,0,0,0
"30","90","220036","220036","5.0 ","5.0 ","サクラツツジ",50.7,52.2,NA,NA,"20070916",20120905,20,80,"15.0 ","15.0 ","220036","220036",0,0,0,0,0,0
"30","90","220037","220037","4.0 ","5.0 ","アセビ",86.7,85.6,NA,NA,"20070916",20120905,20,80,"14.0 ","15.0 ","220037","220037",0,0,0,0,0,0
"30","90","220038","220037","4.0 ","5.0 ","アセビ",78.5,77.7,NA,NA,"20070916",20120905,20,80,"14.0 ","15.0 ","220038","220037",0,0,0,0,0,0
"30","90","220039","220039","2.0 ","6.0 ","スギ",259,261.7,NA,NA,"20070916",20120905,20,80,"12.0 ","16.0 ","220039","220039",0,0,0,0,0,0
"30","90","220040","220040","1.8 ","5.0 ","スギ",252.3,254,NA,NA,"20070916",20120905,20,80,"11.8 ","15.0 ","220040","220040",0,0,0,0,0,0
"30","90","220041","220041","1.5 ","5.0 ","サクラツツジ",44.8,42.1,NA,NA,"20070916",20120905,20,80,"11.5 ","15.0 ","220041","220041",0,0,0,0,0,0
"30","90","220042","220041","1.5 ","5.0 ","サクラツツジ",23.2,21.5,NA,NA,"20070916",20120905,20,80,"11.5 ","15.0 ","220042","220041",0,0,0,0,0,0
